observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
23,0.05,23,1.6315106486483038,1.4425787948000683,1.3312321358827541,1.637377408908592,0.14152485114682,1.9549103707478923,0.6073686559784228,1.4538393184861125,1.4305009175456844,1.1467243908762994
23,0.25,23,1.7696612305902022,1.4978287164754025,1.410552965134025,1.7591562747638863,0.17312286293880605,2.1176149367647557,0.8577792793254644,1.61192997159296,1.5414498686273712,1.2796588903356978
23,0.5,23,1.8355985657372036,1.5360904837171472,1.4599925257866726,1.8291456047855392,0.18696307764217315,2.18858810760042,0.9666709074132033,1.680038062362474,1.5968902243034333,1.3412903283274349
23,0.75,23,1.897818128222903,1.5760297584978145,1.5093693668659294,1.9018147347965932,0.19835847737279558,2.2506064925321483,1.0403691104836164,1.7383718064404505,1.6496241517677648,1.3907914076850698
23,0.95,23,1.9940649631276106,1.6372147544409308,1.582985793649612,2.0181241198127107,0.21385464119348307,2.342529799444941,1.1309816798411587,1.8247668993147648,1.7288466688401727,1.4582726244074296
24,0.05,24,1.6173669517521465,1.3392571285653017,1.2678033730994696,1.5481381493601156,0.159656934571549,1.9522304369191619,0.8870285790703502,1.4900638905227328,1.4171684508134579,1.1507478702029248
24,0.25,24,1.7500638153012105,1.414258656533818,1.3512793404267014,1.693061255445755,0.1822370790199056,2.0999390333599326,1.0088794359965472,1.62199409276528,1.5287729411284103,1.2619915187650699
24,0.5,24,1.812664601849919,1.4516557025994863,1.3964884843340457,1.7623747207265388,0.19351645049496843,2.166264838211937,1.0684525205844968,1.6824195454483437,1.5829663477345146,1.317329477877187
24,0.75,24,1.8684595978612106,1.4854110474580353,1.4381557282022666,1.8253737164622863,0.20373783291239148,2.221559346328756,1.125430045877032,1.7354257359939262,1.6328686180579344,1.3612570500972343
24,0.95,24,1.951211228669337,1.5337410691744264,1.4970281393077352,1.9203715148666007,0.2182551841256106,2.2991550361954722,1.2158945387598774,1.8133958097614324,1.7064482529085736,1.4166437415566286
25,0.05,25,1.6240482324911123,1.3395783143824902,1.2568405715331825,1.5491724315978852,0.161213808086939,1.9663345101361573,0.8760008648487541,1.4947043423778543,1.4137850394151434,1.1651458672432395
25,0.25,25,1.7541921769172522,1.4146513081340308,1.3446348768804257,1.6937649532587913,0.18313306853415928,2.1086243326592773,1.002403872505419,1.624637639327301,1.5264191932225282,1.2729546160658354
25,0.5,25,1.8161378510906658,1.4521020104930424,1.3910948580588225,1.7630110078238406,0.19424795115370214,2.173265959342702,1.0629073880319193,1.6845258379190817,1.5807499055122434,1.3263523264801134
25,0.75,25,1.871930827317796,1.485947325712669,1.4334212587559143,1.8260524915408705,0.20440410874974707,2.2282791892478864,1.119714875619716,1.737440966735763,1.6304807198519213,1.3693775832616415
25,0.95,25,1.955135060058751,1.5344569853088752,1.492857084005982,1.9212020716354228,0.21888358208871833,2.3065899769912512,1.209284795504922,1.8155621554062136,1.7035850699068285,1.424998851245088
26,0.05,26,1.6363615907912354,1.3463814356255954,1.2700438452086025,1.577231623687488,0.16409361013485269,1.9902049133867508,0.8563018277470912,1.5193329242596483,1.4327049802119487,1.1786654965856989
26,0.25,26,1.761495196966537,1.4188147564808655,1.3532171193292315,1.7105947700898114,0.18497020345514356,2.1222148758500765,0.9910226334503175,1.6389199439067723,1.537817426529538,1.2816683013269945
26,0.5,26,1.8221927309597432,1.455616391232133,1.398455444171956,1.7773174557246416,0.19586702009575957,2.1839282560571123,1.0534914974108716,1.696285861997485,1.590674844788539,1.3328721921438635
26,0.75,26,1.8778611842058628,1.4892919329113483,1.440283520005466,1.8403537770447536,0.20598659799824248,2.2381932053572045,1.1102050634645209,1.7489497090938018,1.6403879060048598,1.374781948800728
26,0.95,26,1.9615847982477923,1.5378678706034659,1.4995259606909233,1.9370621402137274,0.22052973206147888,2.316892256811057,1.1983834000916782,1.82812449493313,1.7142986514055498,1.4299197906243228
