observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
0,0.05,0,-0.8270975536353955,-0.6276847448609695,-0.6871256807432005,-5.616043009596137,-0.012006815195721457,-0.7297642623589102,0.49760149051187774,-1.701013141580812,-1.517138704517853,-2.8041015098439095
0,0.25,0,0.05093028032343205,-0.2862490870356565,0.2969671043037153,-4.800789392412786,0.07171530512550221,-0.12192637848045829,1.2362358073478854,-0.8787395768399575,-0.931783902613788,-1.6419589592564576
0,0.5,0,0.4377359714866209,-0.14788418460797426,0.7178901682801411,-4.413612145966146,0.11880411532186544,0.1656777277878973,1.5868223219487443,-0.5132658702616678,-0.6968465237309401,-1.181368188012514
0,0.75,0,0.6923344168673271,-0.05027242929876387,0.9771108335045283,-3.978449421393284,0.16970480253833897,0.35374032745319894,1.958671025066041,-0.2918641162485033,-0.5631256379621967,-0.887337241818569
0,0.95,0,0.9865869246388682,0.09359030120467579,1.2703396977672445,-2.9737526355707438,0.25530558303806894,0.5497308498533167,2.5990031634804254,-0.054758860937870135,-0.4112956565979403,-0.5824856482675997
1,0.05,1,0.325606060137838,-0.24362859995993463,0.5088162037373722,-5.3438276244831,-0.05699223906566191,0.26289946496239136,0.3706587719806631,-0.5239408516116324,-0.7853056831723214,-0.9948412669124356
1,0.25,1,0.6142868083212251,-0.1137027954564474,0.866504261514037,-4.847480037533764,0.03251864677784382,0.42459884269993375,0.9673449215416536,-0.3245513773604258,-0.6430403518373983,-0.7423747225803604
1,0.5,1,0.7672421544551432,-0.04503126940229468,1.0336320404873516,-4.584883072402438,0.07547923177076456,0.5183486693640171,1.2433532998689782,-0.2201530108189131,-0.5744172522257726,-0.5915818358642572
1,0.75,1,0.9078104695131155,0.023007616322267145,1.1840107670495927,-4.331514418033888,0.1149248547008867,0.6083366014452535,1.47770078921683,-0.12344191259756473,-0.5155740041512674,-0.4310055319164023
1,0.95,1,1.1089790258897034,0.1488386950507301,1.4160104364724104,-3.8952319277058596,0.17665560744527786,0.7390785382405367,1.8203035544497261,0.01940909756911785,-0.4325624292127068,-0.14043453369573755
2,0.05,2,0.34953494996774914,-0.24244683969289937,0.6221351836233461,-5.2799633399482495,-0.011918278071899407,0.20040222598984483,0.21115784571033158,-0.6444763097191238,-0.8937845602173549,-1.0517042734172595
2,0.25,2,0.628016252597073,-0.1132802025036374,0.9325014078176326,-4.808492038124616,0.06073907220747793,0.378833864399541,0.8651524839736129,-0.4061081071255101,-0.7141476570337785,-0.7839756393914399
2,0.5,2,0.7778141544314037,-0.04487845256390993,1.0885665600840566,-4.552346839972563,0.10058748342720786,0.4760616741953684,1.162736714950015,-0.2897664636615328,-0.6301887215351872,-0.6319864833262129
2,0.75,2,0.9166045130049907,0.022929451651941872,1.2390006450252091,-4.299370947593036,0.14132000720860244,0.5662460110541516,1.4015781892495078,-0.19118800378572198,-0.5655505898398892,-0.47664928641691995
2,0.95,2,1.1159269503803522,0.14820205729256614,1.4780549718007883,-3.856349266780608,0.20754823018019347,0.6948339037787261,1.7336550509346214,-0.05449547459862633,-0.48437390595305485,-0.20318196108588837
3,0.05,3,0.480490803226002,-0.2410210614425702,0.5078246920852085,-5.245932381480774,-0.0647636371950914,0.19385982998869888,0.4963175025571347,-0.5461079070319985,-0.7409830316973689,-0.942046204675127
3,0.25,3,0.7337979955305589,-0.10878693213090454,0.874990072317064,-4.761843977772659,0.028467667204134718,0.38255461009647157,1.0674142512527125,-0.325232706495136,-0.6050798112176891,-0.6963927453788149
3,0.5,3,0.8828869258729163,-0.03863352973093217,1.0456599387286905,-4.494366738423891,0.07252139634284435,0.4844041734182021,1.3372076746386508,-0.21251505276873423,-0.5369991797652212,-0.5409492465342214
3,0.75,3,1.028874638785998,0.032376915827306,1.2011181857814457,-4.218948899239944,0.11232070073493658,0.5791899324941427,1.5818168333428844,-0.1078207309086712,-0.4739473774282049,-0.36733430454694344
