observations,subject_ids,10_M132,11_M132,12_M132,13_M132,14_M132,1_M132,23_M132,24a_M132,24b_M132,24c_M132,24d_M132,25_M132,29_30_M132,2_M132,31_M132,32_M132,3_M132,44_M132,45A_M132,45B_M132,46d_M132,46v_M132,5_M132,7A_M132,7B_M132,7m_M132,7op_M132,8B_M132,8l_M132,8m_M132,8r_M132,9_46d_M132,9_46v_M132,9_M132,AIP_M132,Core_M132,DP_M132,Ento_M132,F1_M132,F2_M132,F3_M132,F4_M132,F5_M132,F6_M132,F7_M132,FST_M132,Gu_M132,IPa_M132,Ins_M132,LB_M132,LIP_M132,MB_M132,MIP_M132,MST_M132,MT_M132,MedialWall_M132,OPAI_M132,Opro_M132,PBc_M132,PBr_M132,PGa_M132,PIP_M132,PO_M132,Peri_M132,Pi_M132,Pir_M132,ProM_M132,Pro_St_M132,S2_M132,STPc_M132,STPi_M132,STPr_M132,Sub_M132,TEMPORAL_POLE_M132,TEO_M132,TEOm_M132,TEa_m_a_M132,TEa_m_p_M132,TEad_M132,TEav_M132,TEpd_M132,TEpv_M132,TH_TF_M132,TPt_M132,V1_M132,V2_M132,V3A_M132,V3_M132,V4_M132,V4t_M132,V6A_M132,V6_M132,VIP_M132
0,0,0.747641188442184,1.1146597727286869,-1.556472871688711,0.41214269264184217,0.4618685008241955,-0.6558087105466243,-1.0292709672185576,0.21950095502587916,-0.009944521249713161,0.07211814474932922,-0.1416016934057323,0.7251241903616598,0.932824453884049,0.06339242875324243,-0.07326294779962089,1.1919478267096144,-0.16751657151478672,1.8262135866440707,-0.6380302115798623,-0.26022604786465325,0.1364540651834447,-0.4249512593946352,0.4313312418084434,-0.6665383069519502,-0.3056207137500202,-0.7800609191878045,-0.7217345523294457,-0.379341030912819,-1.3526597965767595,-0.6520271408645948,-0.9015840646074887,-1.374241968501677,0.7099592283049034,-0.7936604525284559,1.9029838288320309,-1.0686760353697864,-0.38235645095199455,-0.7069870189533148,-0.3321056239197577,-0.7733831355347394,-0.672790946489599,0.19210868315504967,1.0254275862711804,-1.2962018735947907,-0.11936740890021659,-0.9630127243190237,-1.0978310501361228,0.915177904736673,-0.11944497961880737,-1.550205777720922,0.3462317545876369,-0.20168460874830024,0.7228900574238405,-1.414534649910281,-0.613150650638084,1.3076966546105466,0.233639433921729,-0.9141437376036986,-1.441965004382233,-1.054940183479437,-0.13356121353794576,0.7660863495839297,-0.3520086152402855,-1.4066392868166284,0.892928665701671,0.7889473054751537,0.8129035129507518,0.969703000732484,1.8145761579003776,-2.024168792258227,-1.0884518394428622,0.34221060914371315,-0.2159985916047048,0.11150199420975941,1.3473190801757793,-1.2907705961654194,1.1234341032362516,-0.7978949101632028,-1.0827150628732143,-0.9700817159169842,0.4975093971111143,0.4631160323620131,0.2535217417950954,-1.4159653247136987,1.4287999710710226,-0.6684771050468589,-0.07423481598786609,-0.8543463885772731,0.6482902879434006,-0.7194496494364917,-0.6104554208877038,-0.44268016746131916,0.11553028492710246
1,1,-1.5419217970038672,-0.9570961307365828,1.6434257174474365,-0.28645282256557536,-1.5817954657969755,1.1382701601163332,-0.4362349007729196,-0.2788414545985527,-0.546224279304373,1.36224111599076,0.1776702051298337,-0.24134049250672432,-0.7393275671580442,0.21349753758074322,-0.6881453204481112,0.9745439973814427,0.4625641426245611,-0.20152820943618163,-0.8643608743395047,0.786295880718588,-1.5426917685005195,-0.11576041323319908,-1.9205905363011992,0.3905875888667733,-1.716251555379013,1.020324086322143,-1.2704133566361244,0.8327509037345907,1.3665517532585016,-0.4245478083247042,1.2508482556870526,-0.36833925247708454,-1.2498915295074515,1.799758852967025,-0.39543848940630255,1.0489099079172826,0.20320021606772834,-0.5722095562213515,0.2965668094165555,1.0507815505553026,0.27601407558981766,-0.5240040669531695,-1.6597997943073042,1.3521827099526194,0.8319085797289082,-0.5812801476119892,2.3690045025417823,-0.29996182686513345,0.21912183054618878,2.312256312514444,-0.0355664395710745,0.8809283715708085,-0.3449053470691635,0.09624036289600242,-1.1248203270385195,0.3087265709039688,-0.7873204085645397,1.9731608985614557,2.3116384896208633,0.4004193092561671,-0.8079560983494014,0.07536923734361,0.9540406055225179,-0.9874270602401051,-0.7158156401911571,1.1642830258303931,-2.7193882605266113,-0.7618621150678098,0.7049756309565519,-0.932521690836431,-0.4181327389608582,-0.3167608780688022,-0.3735980832682337,1.2986838687501896,1.7870024691583857,-0.2517368582856636,0.9491775344788395,-0.8118796989712015,-0.33019863466657257,-0.07763018100894124,0.10428562208334254,-0.03833506032945779,-0.10567200692598794,1.346084446757855,-0.5719282659941521,0.8690204240314274,0.5210194443827181,0.6358212857990546,-1.8697527182018858,-1.741109091306758,-0.280949505543334,0.6133433271318558,-0.8867843538113092
2,2,-1.4822997811402254,-0.13238613827971699,1.5149577705062358,1.1452408044593125,-1.2986334908903512,0.6810976564994019,-2.1072505025028763,-0.46892558723492406,-0.971604227901688,0.6272809167566105,-1.417682630726259,-0.9504025803114405,0.5807123794557835,1.2975518541574458,0.1695006705090792,-0.6794994004693704,-0.3906919834605203,-0.7890763079798393,0.2502111660112218,-0.9388624594764468,-1.2483898282837351,0.32378976889275274,0.95539055217174,0.6464019045637283,-0.7678277751146599,-0.6460675505967758,-0.3600228264243408,-1.1254143378323638,1.5144294795422093,-0.5876698251104553,1.1975925323816903,0.3785580153102849,-0.6629688329844903,0.8819898883273629,0.20459722753878853,0.9645212796772258,0.15469400211430692,0.13704038165460475,0.5351899069753473,-0.9781319565397286,0.13972575939895257,0.24849496769515805,-0.5520041703418207,2.097883610671282,-0.1767064803745933,-1.309303378447958,0.12784133433779418,-0.8025723364725116,-1.6810485447995172,0.3864494054283384,0.39827147247495776,0.8400236513805011,-0.3722659402611406,0.683939149127432,-0.26900024695042224,-0.1539883667129827,0.264611867561148,-0.15689442652660385,0.34078683704114743,-1.005714034875278,-0.7519386151513257,-0.7996897216221315,1.0262461492195634,-0.19587363380306572,-0.3344152131306003,-1.4652395955879272,-0.7031587722610467,-0.8133387571884884,-0.44946175734935284,0.7424249510333735,-0.8063906789613604,-1.1370655377825796,0.89415837345945,1.3243157174911957,-1.0804386097863325,0.25330013245578914,1.3700022006789885,-0.25811070854673673,0.3493939498522383,0.558619759663489,1.4928750253865954,0.713476062887933,-0.8820158655440511,0.44522672505075683,0.6284601515471605,0.9886304410617224,-0.20225709453187204,0.1717075568189055,-1.2297515696908508,0.3447619446152759,-0.33926815246278863,-0.6603589135716598,-0.0633836437114536
3,3,0.9874062772887494,-0.7911671942039356,-0.23418182480951563,-0.8820678183051647,0.13146876416306447,-1.364845174696048,-1.3823407848782794,-0.5706736995113812,-0.01906479267759314,-0.342004606395536,-0.2946477099472627,-0.11009439996509193,0.8770186799997742,-1.233466235356601,0.20590030626077502,0.23425790316689776,2.864190027593831,-0.9994931773064739,0.4591216864026902,-0.3213051644909688,-0.3211280924475127,0.9423202312708678,0.50820164016743,-0.6743278491909381,-0.1517342964653337,-1.4515762446300056,-0.8780188358968081,-0.41429957723668476,1.8843432183032869,-1.3390828721277708,0.648044973950475,-0.3845318308579147,1.495689578446717,2.077969107917015,-0.7473950036639464,-0.5161274512146571,-0.2987681982629605,-0.563518149170833,-1.5650413459125077,1.0548876949241468,0.3954193344747528,-0.9554450589110408,0.329396627408816,0.8338897779873896,1.1404944286059457,0.4043488601765489,-0.5637670215393005,-0.6081863949095724,-0.5676870047003754,1.15883788661559,-0.8325534667072526,0.5899327705665077,1.3719161757803982,1.2718120671704327,1.220325707628473,0.5712029270240747,-0.5953124680554257,-0.29296972181070446,-0.01310793538451626,2.1031059012495077,-0.24929969548101974,-1.7613806540556087,-1.3492888183205758,-1.0280257119687026,1.5326972788259776,0.11201575615660124,1.0253066012947119,1.3800831195814243,0.5442984842618276,0.5463563197306083,-0.14637403299758914,0.6021161921439261,0.7417374959288148,1.2869676750850585,0.17721159886333626,0.8620222514191198,-0.7194522147191094,-1.1582273917343213,0.41012831706321096,0.57546163100946,0.8674959869398013,-1.0171013459701481,-1.4183093091523347,-0.9092195294802987,-0.22705788009386008,-0.9045462729284705,-0.6643794589960277,-1.100703016428223,-0.32799758290112707,1.4551110409360384,0.21507681223698982,-0.7933556307907291,-0.598321940522404
4,4,-0.34730555371638694,0.509213470061503,0.22849010333394637,-1.452621676270125,2.1569267367585625,0.24186410001869493,-0.5223415024785946,-1.2957579911204424,-1.382569612837754,-1.0813974954240289,0.1399549812882494,-0.5138060468372518,1.1944915605006516,-0.36424476322210625,0.9408032506992345,-0.796631840536153,-0.6654212739910647,-0.445250121962592,-0.7362162296226257,0.07156800523338437,-0.6663965371898997,-1.0464955732091683,-1.3167185563045822,-2.104750114868534,-1.0205610977656925,-0.7758615845911132,0.004293091154848565,-0.16567084573794744,1.502555236792861,-1.4221446306610934,0.8453281409035406,0.18004762299516167,-0.20774403623755075,0.4688945665404634,-1.675369841235764,0.29353524908091927,2.499290176461388,0.27231004600902353,1.1846516262848787,-1.853150130630831,1.3496064598932982,-0.4522350025939003,-0.6694600560609386,0.5058830029266477,-0.9637609729671031,1.693093908720133,1.411314288937703,0.1543111338937248,1.0327182831780988,-0.33534791357687826,-2.1445566470568584,1.331080795361055,0.6318079814811375,2.2701894418344786,-0.45247009502061897,-0.7165247581155035,-1.6733167701060012,-0.2524328760070991,-0.9841817926358113,-0.47692526899369936,1.5349020440412595,-0.8845276809956898,-0.6626347075753073,0.26026251795474276,1.0008190526962015,-0.6679741901683969,-1.483822390938718,1.262466038200177,0.35752300494732203,1.5266926431231747,0.9477819274274433,1.0483302935080583,-2.068700107524597,-0.3334352674462578,-0.49371739193966585,1.1162970510614854,-1.5273552663739987,0.7542652832535717,0.20017285516612227,0.8698929143598262,-0.09475157379605993,-0.9851038896702604,-0.4286126679492486,-0.871777716627905,1.6851701407145536,-0.7988599975547951,0.16150399707410695,-1.1706339482197603,-0.6896138343388718,0.5674769112370669,1.2767682215545046,1.2266914894507956,-0.8947983392287977
5,5,-0.42439737242127434,1.802694381892327,-1.5320385154766594,-0.13853753059514667,0.6080133112377022,0.1351572758395767,-0.5620492122352669,-0.24935136611536057,-0.33236556836526243,1.040202821223991,-1.502245319127989,0.051087747784416646,0.2640416393204058,2.001600787142537,0.4307993508075916,0.22032695043381556,0.2865437499938907,1.6987329220496539,0.8902079628654714,1.7316979196178899,-0.1739219364791331,-1.4951440634579265,0.9922560034643273,-0.6806626957363641,-0.6690273871700453,-1.7741194399092508,-0.5189975663717362,-0.08882857831043997,-1.269654558415019,0.5230361180492498,-0.6474268288400897,0.22798417499120358,0.1366998750230561,0.25568228649391433,1.3148731944055896,1.4982900655094566,1.0898254794829865,0.7373895116872485,-0.37570028261788596,-1.1102105480736104,-0.3141571558854154,-0.44405287990475284,-0.2334294182046185,-1.1604155060723373,-1.5935629999619279,0.6449394024143628,1.180709575480807,0.8423699806806941,-0.9539898880999192,-1.2730431774893582,-1.9114273997039213,-0.671691385989683,0.9379044241173904,-0.025610336099352673,0.823169930776012,1.5751801582104639,-0.8067366147972296,-0.041507818615386195,-1.0428945391745041,0.8183090515232904,0.2513792209476584,0.5480464747068802,-1.0986599334354434,-0.6389730571244095,-0.6703641218278018,0.240933943091254,-0.4153221016316768,-0.8507387578698429,1.1410230054729609,-2.095407500928038,-0.817201338703715,0.7603111021331499,-1.8522185968981855,0.09763020400381119,-0.19160393964502145,1.1075018788958602,0.10177077780044508,1.1086148719904896,0.9487103949585391,0.8992904303356128,0.6682080553851009,0.4027764853452739,0.0308235738478174,-1.523816456096684,-0.08935380597443678,0.8793747330535653,2.5543201473737023,-1.987916257488862,1.6517087809773097,0.6854554102385111,2.5471190970308664,0.5245344665860934,-1.4433129620952385
6,6,0.06347746927670969,-0.3115875046715976,-0.8144854977722089,1.4581784007900287,0.26787024647390156,0.2801017388957521,0.9366260073204233,-0.678038344283762,-1.0110439229056332,1.3522078643387216,1.1444147358255745,-0.4256457978904977,-0.5380078249510994,0.5742517451415812,-1.7350022978382267,-0.7883000740922343,-1.4517034997127376,0.9788215096788857,-0.23594563443872968,1.1812603145392178,0.37109673767695267,-0.013324265638014556,0.718116904555779,-0.25926079202824426,-0.2847443875878987,-0.20374851704007735,-0.9005559574234868,1.2361394974256033,-0.5014172005149987,-0.4127408920529635,0.17462420186441188,-0.15639484953991362,2.089897404670802,-0.15997338946655384,0.5165813163730445,-1.3631763890682087,-0.6228748263334717,-0.9238173725430839,-1.700360158079538,0.08717428268321588,-1.549489152943647,0.4949939187953251,0.6046279599964438,-1.1739878970095958,-1.0868741436566125,-0.4580068359260001,0.4982546195998759,-0.4613187080750545,2.1902750400149253,-0.9845291746703321,-0.15013312045456031,-0.8931849669818126,1.158513634358083,-0.23155394003983432,-0.03391671979129,0.3254004669285345,0.33046872198330646,1.553269992271403,-0.728806978247766,0.7734423137050371,1.4014381196286139,-1.228828819333802,-1.2211831007896223,-1.0198518138520003,1.175598061255749,1.0050004697887691,0.6292604013805516,0.7025636643732962,0.9081202990486175,0.5760911230730175,2.4066184288202828,-0.6510346608137706,1.2431154072132182,-1.381640435788227,1.3787549209205028,-1.4212349965662632,-0.21251883494353183,-1.5617684813107844,-1.2841605014447555,-0.9533609803625559,-1.141271386729431,-0.11072788440348806,-0.5979410839079191,-1.490913371133881,-0.7701070255955017,-0.28563700083023263,-0.10678753452248269,0.04796966741637206,0.37482014554586235,0.6331507686372417,-0.20701970401143702,-0.579266006311354,0.23698851303309748
7,7,-0.5081358663477912,-0.6371828076931684,-0.6125096144782313,0.29686841765575955,2.186116191473133,-0.6874749615997475,-1.0900517624295425,0.42263777852220685,0.4770136029458625,-1.4480563860115307,0.4712805797642998,-0.6774587806612044,1.0896354478774892,1.368373301083164,0.033609615929047224,0.13558385334708664,-1.5134074653559297,-0.30071931300450194,1.1157327958211691,-0.48508864681383423,0.8456880808462504,-0.3493001391244081,0.5299720682403083,1.812445491783361,0.7133658570186318,-0.9776938157445721,-0.025134709109961344,-0.14398203743969099,-0.5093754794405232,-0.7151363392991791,0.9602082630812332,1.859495842021395,-0.3570719566665161,0.6473241028221446,1.3111127890235506,0.4269741930540399,0.5451276332806044,0.3005582930216368,0.34026245594677285,-0.4237220262928093,-0.7747104758332605,0.5848070719610386,1.5650236235194892,-0.15960706536917527,-1.0754267101840163,0.22632665392184018,-0.12045559583520885,0.3122427431226841,0.20735975028769418,-1.790766392400815,-0.8290505908385943,0.5260917608260812,2.495199615017348,-1.2722217106285707,-0.4515840793787592,-0.22857940219099093,0.49949660105493704,0.2446665161433958,-1.4750230552930348,-0.6160402504435497,1.1233858252756983,-1.8816336401567588,1.4719581082729545,1.3828812247354105,-0.25976465945487537,-0.5130527962869471,1.8974760387851164,-1.0899301035145559,-0.45361387110994517,-1.8721176097393397,0.9912581045438876,-0.11516003610208181,-0.9495518744745712,0.5365379747041357,0.6938103573536701,0.2427816065802963,-0.28890471180185906,-1.0970612985748305,2.410676815469112,1.2968775816654206,0.6265546153245767,0.37713232714644035,-0.03443459709755665,-1.7585209348579227,1.6954447757730495,-1.080824446842695,-0.5818678526351719,0.7401502573762634,1.5268727340426245,-1.0633345282248756,0.5240674872531083,-1.8671548969804699,-0.5813499061976563
8,8,-0.16297293124889375,0.04723932862369718,-0.9097448416088606,0.04187172451070183,0.8503386241357174,1.4779610191049235,0.4435274498050178,-0.9530473845498464,0.4562653668165555,1.4351865272047721,1.6486198489595807,-0.7072346561753643,-0.9655527929973078,0.644864247986096,0.4417805293594592,-1.8486573061562073,-1.0849506055696108,-0.7938539221626025,-1.2066120852864726,-0.018745665499210383,-2.238161634893843,1.5978195058781568,0.00871179368801445,0.04229738397897258,1.1927029563486926,-1.2671925010025167,0.6371216054032827,-0.2639201624807216,1.856378235132257,-0.6635477800404129,0.810672269261106,-0.9575246746627226,1.3132180905738504,0.8141796380180835,-0.48753280049137115,-0.9422404044412556,1.631839800552663,1.0575593125123781,2.0645677614785813,-1.1011837387837395,1.1415276669119925,0.32711824894308816,-0.15870875286351693,0.16323572331683572,0.7276780476217032,-1.2037893999333806,0.37878600748835917,-1.8920626278458166,-0.11584506031050919,-1.1721629530804527,-0.6959909572381119,-0.041779327780722436,0.13933067450833675,0.7004285801400076,0.13661757840055996,-0.6406769392356948,0.7147615944280425,2.0754127689067023,-0.14481855183099895,-0.7670959589013173,0.7159955128645933,-1.1873623685836157,-0.5871235953457297,0.734368354495582,-1.1393777767536353,0.8209425315911526,-0.5127159928536906,1.596462713648391,-0.7040169242073194,0.40783996817078627,0.6719509257901572,0.7382837655729162,0.5776700439527396,-1.2922073597903312,0.7845520855275514,0.7555038998208535,-1.3566077454435426,-0.566977176492912,0.4728946284367435,0.25452313602490906,-0.12178991300738905,-0.35085120290342564,-0.15546583168810094,-0.2810535113442972,1.2748289600060525,-1.3816664675276373,1.2129346422589695,1.2410381203459815,0.6328213250198346,-0.16890606166537464,-1.3049351386170724,-0.6072822823068362,-0.8186734595037067
9,9,-1.3199717939699236,-1.0370153684443446,-0.27404425077826483,0.5264792177208361,0.22129064322366765,-0.58126242062053,-1.1341596947680093,1.1668016630371874,0.3074083173563866,1.0692236997214362,0.24529491253972122,0.3474328848065527,-0.028087287826954917,-1.5613928042993528,-0.5858312737927936,-1.4189287711063636,1.0900304865025694,-0.741553817242306,-0.798922732664343,-1.5803105661709482,-0.37537311607981927,0.7839209918267329,-1.003845766197153,-1.5521833044167743,-1.6957965826441666,-0.6214715546439221,-2.075303042693654,0.5162977966791529,0.06247787159375401,-0.35457466425602585,0.6294090009711235,-0.5785308951651141,0.4314157922835555,2.012316562789976,0.24293654515640511,-1.3276793114420193,-0.16265922031543603,-0.8112384967065602,-1.5608760115897404,1.6081737882244556,-0.28489084317781915,1.5849963270601146,1.061068381840175,0.22147253962224667,1.8130949362862863,-1.5339544956544195,-0.3136814391766584,-0.4014468105750518,0.21861066829980774,-0.43199378851667497,-0.22540396586276515,0.01887763331318257,0.7988806026342925,0.16994935373643744,-0.8504205298118943,-0.5891680194007403,0.35840020507726256,0.014427572272388113,-1.3782433557205274,-0.9408155988095449,0.9887004487824417,1.2528451119019,-1.0804679028271023,-1.4785771235086007,1.5218819707188609,-0.05559153397789544,0.185937531808487,1.4192194737257904,-0.06750961644430215,-0.7427999508819275,0.021141475323514076,0.5045541359010657,0.3517854860464767,1.6300782238321396,0.31279541127793753,-0.805420794810238,0.020820937359516057,-1.1104982719411123,-0.10890525348546529,0.9689067050595048,-1.32167559229179,0.1785346212672955,0.20433742237482538,-2.348325590357347,-1.712165948479627,1.951963957809868,-0.30426925131256954,-0.29127864828711575,-1.511399407934666,-0.08577000965651373,2.939858640289469,0.967356841001429,-0.13709685340169614
