observations,subject_ids,10_MMF11,11_MMF11,12_MMF11,13_MMF11,14_MMF11,1_MMF11,23_MMF11,24a_MMF11,24b_MMF11,24c_MMF11,24d_MMF11,25_MMF11,29_30_MMF11,2Ve_MMF11,2_1_MMF11,2_MMF11,31_MMF11,32_MMF11,3_MMF11,44_MMF11,45A_MMF11,46d_MMF11,46v_MMF11,5_MMF11,7A_MMF11,7B_MMF11,8_MMF11,9_46d_MMF11,9_46v_MMF11,9_MMF11,AIP_MMF11,AuditoryCore_MMF11,DP_MMF11,Entorhinal_MMF11,F1_MMF11,F2_MMF11,F3_MMF11,F4_MMF11,F5_MMF11,F6_MMF11,F7_MMF11,FST_MMF11,Gustatory_MMF11,HC_Amygdala_MMF11,IPa_MMF11,Insula_MMF11,LB_MMF11,LIP_MMF11,MB_MMF11,MEDIAL_WALL,MIP_MMF11,MST_MMF11,MT_MMF11,OPAI_MMF11,OPRO_MMF11,PBc_MMF11,PBr_MMF11,PECg_MMF11,PGa_MMF11,PGm_MMF11,PIP_MMF11,PO_MMF11,Perirhinal_MMF11,Piriform_MMF11,ProM_MMF11,Prostriate_MMF11,S2_MMF11,STP_MMF11,TEO_MMF11,TE_MMF11,TH_TF_MMF11,TPt_MMF11,TemporalPole_MMF11,Unassigned_MMF11,V1_MMF11,V2_MMF11,V3A_MMF11,V3_MMF11,V4_MMF11,V4t_MMF11,VIP_MMF11
0,0,1.1670283997001514,2.3525065932005975,2.051145431479664,1.097700432112342,1.7552776320819121,1.7567813477392704,1.3235096750094497,1.6682604829350192,1.8761884183706241,1.0880032270455744,1.0863848603373676,1.5863278079978738,0.5405197029627568,1.8229943808741496,1.1498741469116733,2.5394329064113452,1.0313857707950995,1.9692489486914693,2.3889301474331854,2.561206433994037,1.1913346879815023,0.4874622035566591,1.85984041486222,1.4896500730459639,1.73840206367454,1.3901051682345273,1.7570158409996222,1.7041779888944262,1.5299331239137806,0.4985884342176926,2.5493398911810066,0.18368301676350512,0.21360209529180696,1.7746380289732009,1.909744133687296,1.9648691540999537,1.2556779624232528,1.817686495758221,1.5590253600941055,1.6835955459176843,1.581976466748969,1.3034789136496963,1.3821712766968486,2.0860072656139312,1.2330813974294605,2.0625016615585756,1.3967661413330748,1.878587029628565,1.325258780277885,1.1780508383010568,1.0184732443884126,1.9315268585339076,1.4090245421749628,2.0301740077942774,0.23574726751493735,1.614864910528902,1.7857132548525962,0.9711706567240556,2.6307265180481996,1.4096668756383244,1.5011916709874296,0.6452260841978836,1.9016897197730958,0.9792856916646694,1.353597985399045,0.5888049172044497,1.4920120605071974,2.0359263337241926,1.4430792941098602,2.2979707656391786,2.034538823567148,-0.06942911441394797,1.4281186583919827,2.199173032935797,1.8013361746199743,1.0875040749330807,1.0731383298260482,2.2083897335664187,1.926695408174276,0.7609698313853669,0.9235106997383886
1,1,-0.6856026317036532,-0.7433960424612208,0.2176952837430252,-0.10072366088664578,-0.3859697456051868,0.36622508434503925,-0.8877730017294371,-1.3283356019895087,0.754420178759617,0.43706120932116216,-0.19258026098282596,-0.961897073598662,-1.4572360518177605,0.15184169365195155,-0.2453650960077267,0.09611701253604654,-0.8499312936102489,-1.1287554483313438,0.03241831982500448,0.18311605213998802,-1.1150082453189771,-0.6043608802958411,-0.5236863864328432,0.24828840979044173,0.7579210528912698,0.5006659031848298,-0.4934727310376043,-1.4943404372382987,-0.18574701859062123,-1.7717062579201712,-0.4453288987888653,-1.1809518349186754,0.10384231459477365,-1.0765309883768244,0.5768182899289002,0.45964105720525134,-0.6206212097550381,-0.49891196796111853,0.13647234838031444,0.7766031288000012,-0.28936091810388814,-0.11065271223405866,1.1721956337604178,-0.6429889142607109,-0.8595346181879718,0.0315735359416383,-0.1958038396484582,-0.245121404019339,-1.0197737670985862,-0.7665431168692736,-0.011104173683972486,0.2856791196541473,0.4681144215714219,-0.7475143659117218,0.3540815978951154,-0.6567688265910308,-0.394944948179609,-0.8860934585052281,0.1581891312719837,-0.5462549910066825,-0.6998461045102765,0.13774650349319986,-1.3555922111193406,-1.202305214199114,-0.4340652558326534,-1.0063687019048577,-0.13351591247780076,-1.0475879525980092,0.42602087712566666,0.2972624444305077,-0.8095183031193058,-0.8948230539808986,-0.8046855458340916,-0.7344208613366094,-0.5257113742941886,-0.3322335881435432,-0.5215603359381312,-0.6669220874810027,0.07907921813940165,0.021794842478333534,0.24324028214845245
2,2,-2.0058224702754925,-1.732737951242122,-1.5540149850581984,-0.7265834310456204,-1.826386155242308,-2.2578970875358264,-2.354532971750695,-0.7322743284900011,0.18766456295950285,-1.519851457547201,-2.164413086877784,-1.6127474496090197,-0.6587587857261744,-0.6264072462396688,-0.776884734902903,-1.8896677232051526,-1.6029669027141453,-1.0603959081558323,-1.3454017906446318,-2.0004666796554194,0.953856235915878,-1.4307898437701312,-1.5493520274077885,-2.008657703222114,-2.0450597885595942,-1.2710373760522176,-2.528547899301293,-2.0171791351538175,-1.2623574499992798,-2.2908398482956516,-2.273364236784506,-1.869381566426957,-1.5635936168138982,-2.269182224410052,-2.3465757576630106,-2.4283896271103327,-1.5668049297311,-2.123038749533295,-2.3056164364424316,-1.653765325442315,-2.4911090869951966,-1.3585536114764767,-0.7135680281037448,-1.126890193559057,-1.5721365947831993,-1.1958718018286838,-1.7213494383247774,-2.3883641427666076,-1.715710372013239,-1.3081739231875797,-2.1303996872878836,-2.175160764744512,-1.853008812539252,-1.0923310340741725,-1.6383070336873846,-1.850546906175589,-2.1106577972642477,-1.4025460614426086,-1.5314593708904938,-2.3753715249314666,-1.9298414816829128,-1.6203841593702082,-1.6240084220677742,-1.1090718576685539,-0.31447878428031584,-2.1096109276322155,-1.690484373107984,-2.0025026851539005,-1.253299745484853,-1.8349299206331766,-1.4148755144949514,-1.5359311104597724,-1.3629275582341458,-2.2525396035923837,-1.8580370989256678,-1.5333027230745955,-1.8437767453172258,-1.7648088291782293,-1.6926269621829346,-0.6879682205452463,-1.9285515919218448
3,3,-0.11302948205202334,0.3360989608586744,0.5130090064932241,0.5099277388988857,-0.3135823022900809,-0.6253066318449807,0.3193860357310199,-1.6781115396899582,-1.3034213058213302,-1.4705627183995449,-0.2569758976881113,-0.7175515732656551,-1.1459485485035847,-0.22506939458673053,0.1295533269715176,-0.6249626947956386,0.061661100138434496,-1.0616659831005473,-0.40103520893012,-0.8973297116947104,-0.3361521667448344,0.2913224876690726,-1.2364770876996825,-0.5385802143542681,-0.1799530600423738,-0.5815322209629089,-0.747788721437877,-1.0846899807810213,-2.3139434410455246,0.06595240983269507,1.11614815090604,-0.19675044109250725,0.42400356913142234,-0.8721310699481719,-0.22201387925668406,-0.33631676922493725,-0.6091705742475052,0.20728863540343911,-1.0470607672224082,-0.8720396938456974,-1.1377898789593919,-0.23412907293186935,0.3213159029123847,-0.14631414084997751,-1.275992196304211,-0.5928122192770606,0.4603407328691,0.4608910831616584,-1.4211770256379443,0.9273717524133449,0.16145532984305971,0.7766044882178919,0.5238552087163594,1.6250439902750344,-0.6476331389024372,-1.2529298054349667,-1.057392846344858,-0.6044984061665449,-1.1723937218585898,-0.6407074957389585,0.7854929010797048,-0.1028780673325392,0.4333450371303774,-0.8543544578335525,-0.7196873602772121,0.028944330341928035,-0.17016648844122279,-0.7129370356136685,-0.8923393637647019,-0.19323496735959875,0.9319895347639612,1.136062687113803,-0.28669365026048704,0.11788935256578678,0.38069989784120867,0.3492990533192459,0.9455747951524888,-0.01687479518927942,-0.7590631635208229,0.5275489402065561,-0.3921037732474131
4,4,-0.8327937498703293,-0.5561385552805316,-1.2285635100759396,-0.4602154053421407,-1.53056901399824,-0.46422237848470016,0.06417787021970546,-0.2707901077136257,1.432534324359412,-0.13170140704110567,-1.6106006307017018,-1.3172844354748072,1.4003480174525431,-0.7379401161244544,-0.378411050688403,-0.4921306287081158,0.6151125710679192,-0.013579483568235016,-0.3202494463898842,0.33793296220172614,0.8434190572267956,-1.0708994367715754,-0.6158587219290227,0.12471936469704617,-0.0682011165828214,0.3067835434414729,0.15475342818314283,0.2696464786674069,0.10752117718714632,-0.32711987308637414,0.44550556699506966,-0.08327518184324183,-1.0237525072127018,-0.43894453956600227,-1.1876346370903796,-0.6310138584271061,-1.8598187717026564,-0.9053767914414829,-0.3110918722553306,-0.5469640167902667,-1.4999988415428636,-0.3828818799413983,0.319448103454443,-1.8687887647665227,1.2682844111429212,0.11517152944152625,1.0412004620672797,-0.14363068298703877,0.1689477209325102,-0.24725369658066507,0.026995227029151296,-0.540587431679699,-0.4501039829982451,-1.510839153443672,0.270640285573463,0.2576280870223179,0.22113266592137945,-0.6373987937273056,0.2927920316529606,0.5590165956341002,-0.6353291762569976,-0.03168544764125199,-1.4792222862080746,-0.6216839364249069,-1.0021521869656334,-0.939775590765159,-0.003408934400161581,-0.9771714465841661,-0.5273290809503839,-1.6166498666780935,-1.798540869643439,0.09469634250989717,-0.30513772575160913,-0.7138605187701254,-0.36058522060001946,-0.6366283889754475,-0.6958819089805927,-0.1969700595295999,-0.699232083569697,-0.9193173457497316,-0.5260040247106572
5,5,-0.7925570637198615,0.2046372930434287,0.02235665911350711,-0.22962818887645975,1.5453976700753493,0.1547293412922442,-0.15256805388394032,-1.97863512659561,-0.6068547535808996,2.0866822047069924,1.334290073092764,1.2940913692338842,0.1676147032891597,-0.23282723385670426,0.17619264579783359,0.27766647608950185,-0.6123654094102672,1.3465660625310687,-0.06969765522269218,1.134503889636374,1.2975898141289346,0.4539589071662216,0.45048149920716585,0.5229363336299663,0.8892769295484448,0.8901950868163306,0.5004739599565972,-0.18707703114213256,1.51959954524633,1.7466475632502851,0.787139492128211,-0.27471515206372776,0.8764296474741776,1.9348505800988318,-0.2389723935602532,0.0731962578659949,-0.4491960419889917,0.40252808114126176,0.25464951740005953,0.5029658297403384,-0.4610231611896466,-0.011320595521998407,0.5809617122401484,2.1268071324020528,1.2579117614742628,0.5237751720042617,0.0910714737819337,0.8535140557990122,1.0226128603125346,-2.2621880713029814,1.1980157523718604,-0.21620584777033564,0.8288851459014285,-0.6738579533553012,-0.5645571783145951,0.02660856985238333,-0.5237716307372731,0.8828405771710894,0.6514021856543958,-0.5195814529388264,0.34635596524311313,0.12484140028077714,-0.5718487646389356,0.02006773259250256,-0.24262121919929508,-0.334766448421521,0.8873985174558405,0.14834686787501875,0.9352797351418486,0.18944680845127362,-1.0557377297930557,-0.7132708675920809,-0.5736639810097053,0.29667939114254127,0.34651871642526144,0.9785210832982819,0.8580484262406131,0.8408780663489193,0.46192211435879166,0.07077527880279903,0.793859820049871
6,6,0.5271835370534234,-0.42930381886743607,-0.538991936627863,0.550888812683282,-0.21245678084791003,0.5073367231318109,-0.16880654062585185,-0.1441247976778228,0.7141767547206989,1.0654704517508435,0.20498333689381826,-0.37719103469334775,1.1746158661082324,-0.2599020460089736,0.9140272286952802,0.16508801834337838,0.3928962087615728,0.5043060897453806,0.14952469200481933,0.8702436781853373,-1.9740510208550026,1.8145922476113598,0.37989642382672917,-0.02624737163817697,0.20452726030699014,0.13010907865921958,0.585542855563995,0.7283191666261951,-1.4377064792205838,0.2029843747292212,0.6582972239943949,-0.20203241657035675,0.42051353997587554,1.176080299236199,-0.2961666914147465,-0.6603150005278363,0.50900606310672,-0.5076787852865245,0.043946085200838196,0.3339483592595782,-0.38360954861302654,1.501985223829935,0.34364286464638194,0.48550089081197306,0.3399339959786507,0.822481799658871,0.018370932585390666,0.2448427732972205,0.6561763550072901,1.1831433941370229,-0.3015099072229461,1.4555605588188991,0.9329779057379205,-0.15645953474318727,0.31177429868359624,-0.06969436346654366,-0.14081642137193154,0.12349426282119691,0.7975455028557693,-0.0939507285651161,-0.1077863631855221,0.08282148393816534,0.4664149763806356,-0.9491969009413577,0.25546694491943567,0.8927295631787712,0.5156765007574463,0.8232097230215727,1.4400093313136704,1.318544113831234,0.6485263950222298,0.5991862608749042,1.9530757941853492,-0.06736086318575131,0.3506675128929869,0.6275668262459257,-0.0886200137217714,0.29686466736648837,0.8651360349510759,0.231403096433935,-0.7881231193570514
7,7,-0.670538080989333,-0.3250016145669924,0.19450473849518518,0.2825147888113911,-0.25245673682346226,-0.9748021702730872,0.36932560893930927,0.3941598993046936,0.6537414977145023,-0.18327326026351948,0.5959349848817378,-0.07335900858333566,0.8651768144437164,-1.1075145802650312,0.48896971434785913,-0.8451157279026045,-0.8184876240067265,-0.6733772891105954,-0.25733701883903715,0.6352545475495672,-0.25091655229789506,-0.4748945689777733,-1.1976868066395705,-1.2088919696520966,-1.1868565595243101,-1.5035061781129786,-0.7986500067533997,0.6391466080170372,-1.389090060137368,-0.832982953917734,-0.06616274236591348,-0.6401398038215427,-1.144486770847628,-0.1479117604626215,-0.16034472040942352,0.15063149988714558,0.01390425190117546,-0.3688759250060202,-1.256040510664015,0.204511551123264,0.04841008884837254,-0.4695441637177541,0.5143893310990113,-0.282083944649425,-0.7041878747771353,0.20817535807432536,-1.5459413472474763,-0.8794999316689008,-1.0098393608274598,0.23522548232640444,-0.6665079499401081,0.08796997359474472,-0.00893866061479276,0.17917124432669018,0.5293623614703586,-0.8040803751226807,-0.7024209296003165,-0.7121895378990192,-1.197258112066075,-0.4127188094463952,0.019052520632351334,0.026162219710608822,-0.25416354164078664,1.0819937241271638,0.7169992173450472,-0.1551262458500212,-0.06760593624365464,-0.30016097823339666,-1.4438765536294076,-1.2364522341625683,-0.5628718483225258,-0.4838848013608729,-0.9101262042384932,-0.7091865444045957,-0.6246679221861984,-0.18015987759699784,-0.2989010805305824,-0.5833514124437195,-1.1322345781316312,-0.027209216231745922,-0.025584137669819245
8,8,1.7567910204936203,-0.36237902527179033,-0.012750673749998534,-0.4446457193801671,1.1604282188239488,0.18670293037602326,-0.21113995638938995,0.6405220330755863,0.6497286755647214,0.7921413226858727,-0.43308385218441214,1.174654499223201,-0.6928791221286553,0.276211099852922,0.23364557185409335,-0.09764258077261283,1.11333530980293,0.41309305607948454,-0.5516497261541082,1.3247206741619646,0.4151374249965116,0.4910788038408686,0.6911797592420312,0.012328845161114443,0.0439971839032033,-0.3678185236610952,1.0644280951966765,0.7698310133059794,0.9172144223123352,0.1630485365703169,0.046764323055594754,-0.7579416019280715,0.14883142883449638,-1.765149623159096,-0.19236176581729822,0.029693402278915523,0.47309844515501487,-0.7097398017715889,0.392215093112623,-0.31979549667752805,1.4213041226257839,-0.7490980142799525,-0.3746847627973788,0.40921431831404553,0.12438683777242893,-0.39545649793516013,0.09053628345975165,0.7432780918545989,0.15423875418328753,0.32806433020297554,0.3670834902862058,-0.6521997803394503,0.4542940995021353,-1.196372243683255,1.7984802591628373,-0.10357956195769993,0.27510850961712763,-0.8062389901458347,0.26088145556025205,0.46120590684011586,-0.17362847998347944,-0.6286423313646601,-0.09686478922444242,-0.583624099619254,-0.34405562743923407,-0.8490432236916764,-0.08004948672708939,-0.39957168189579984,-0.30337087935090556,-0.14587417494364255,-0.1325599961022642,-0.5187537004812681,-0.4415116948103756,-0.1747473739469602,-0.44570522967129006,-0.8693732024208588,0.2327070919214493,-0.5691764368995504,-1.6860446135199119,-0.5760540386636431,0.3379650489139252
9,9,-0.5135303728096219,-0.19935345973676233,-1.02998592206891,-1.4428791467515323,-0.962636348848109,0.613922864955965,-0.3641543393742721,0.12305748433791405,0.5749570145868836,-0.2670204814893715,-0.15851455108426954,-1.4424357006914692,-0.9033471562725542,0.6457173194279695,0.49991909202786644,-0.8724230743838234,-1.611207425479087,-0.031532079142399694,-0.1677176877211725,1.2453984512777334,-1.4181014623824493,0.6648281064629977,0.6202857945270475,0.20766675566685602,-0.32682014417422517,0.6209525802853006,0.6371027994765687,0.14897357513603227,0.29450956547543655,1.330786590288572,0.41370587418609706,0.07208029693854837,-1.1380555374002035,0.11275317804728593,0.43368385975005597,0.3138560362595462,1.0824315363480175,1.1381721037218724,0.8054054924118328,-0.13365597730679374,0.9192701159062893,-0.08870196495228148,2.0397057153396454,0.7700902291108818,1.078283112818917,0.5757523500421574,0.699155712124373,-0.27749568562439614,0.38678280704156254,0.22892646701296301,-0.14828900540319195,1.3317090939835317,-1.026458166330173,-0.9800307712755054,1.201497633518291,-0.30901080170287193,-0.37400526667688105,1.0466348720951606,0.9601859131714431,-0.022585065166726606,-0.5301070295739072,0.6821030260362378,1.5965970032952146,0.37935387783927227,1.6579521627956206,-0.48781671529641,1.1097374386264465,0.24727297290499312,0.12672446056789918,0.7423217199418211,1.5819703058518582,-0.5255134660159425,0.16627732984556587,-0.12874538886855744,-0.4747431830150235,-0.1116802690984698,0.3341915509939657,-0.0968279429949862,-0.3219212697157291,-0.6988132193929699,-0.3654808045309813
