observations,centile,subject_ids,subvol_Cornea,subvol_L_Accumbens_area,subvol_L_Amygdala,subvol_L_Caudate,subvol_L_Cerebellum_Cortex,subvol_L_Cerebellum_White_Matter,subvol_L_Cerebral_Cortex,subvol_L_Cerebral_White_Matter,subvol_L_Claustrum,subvol_L_Hippocampus,subvol_L_Lateral_Ventricle,subvol_L_Pallidum,subvol_L_Putamen,subvol_L_Substancia_Nigra,subvol_L_Thalamus_Proper,subvol_L_VentralDC,subvol_R_Accumbens_area,subvol_R_Amygdala,subvol_R_Caudate,subvol_R_Cerebellum_Cortex,subvol_R_Cerebellum_White_Matter,subvol_R_Cerebral_Cortex,subvol_R_Cerebral_White_Matter,subvol_R_Claustrum,subvol_R_Hippocampus,subvol_R_Lateral_Ventricle,subvol_R_Pallidum,subvol_R_Putamen,subvol_R_Substancia_Nigra,subvol_R_Thalamus_Proper,subvol_R_VentralDC,subvol_T_Accumbens_area,subvol_T_Amygdala,subvol_T_Caudate,subvol_T_Cerebellum_Cortex,subvol_T_Cerebellum_White_Matter,subvol_T_Cerebral_Cortex,subvol_T_Cerebral_White_Matter,subvol_T_Claustrum,subvol_T_Cornea,subvol_T_Hippocampus,subvol_T_Lateral_Ventricle,subvol_T_Pallidum,subvol_T_Putamen,subvol_T_Substancia_Nigra,subvol_T_Thalamus_Proper,subvol_T_VentralDC,voxel_volume_mm3
38,0.05,38,126.91931587658956,83.96529270293766,204.95282876020985,445.24465979272685,1739.1256912546278,860.7719617556456,16299.663373813477,7080.633339884495,186.3056264441278,343.0518634896724,303.7509957118091,218.56173284910915,640.139423408833,59.60774817872698,773.7243649908065,136.63541060197716,85.75075065795271,210.52439802998651,469.88686654452096,1651.3549545098035,858.4206264318569,16180.333801321252,7123.367678351536,184.25970396384196,342.0398923040302,279.480795233446,210.9543836769899,644.2562992117373,61.52193433279792,776.0872330955635,138.38005315988005,169.857231253161,413.0087141343939,917.6575220958323,3380.533343693244,1710.0998840085142,32441.524307302076,14317.042690221999,369.36813513556507,126.91931587658956,677.8683123568919,580.3029052704444,435.7521622156188,1287.6767437071799,120.55168656676408,1552.211341271572,277.3248006422452,0.014438406022577899
38,0.25,38,142.12671800241588,94.55849893273034,233.2814839701661,517.194185080131,1983.6784985255304,992.2573473017228,18351.85228973692,8216.120876180268,212.6904287422358,390.3270506426965,347.78860198762504,254.20331609186985,725.6242036812391,67.6655212096502,872.2404853413219,153.54511031636684,96.35182098229944,237.14015450418418,543.407098893322,1893.788509365033,982.5072342818257,18319.266227979027,8247.292516788853,211.95329020644434,389.53459973049064,320.32682391338824,250.2167867498337,729.1358184751748,69.37865021579069,872.406282146753,154.1715949432433,190.99499163866875,469.6126234491,1061.3038987472942,3872.8801072679157,1972.7080045436396,36658.68619319516,16496.68693407746,424.42498333402733,142.12671800241588,778.012462869931,667.2934208474788,506.22551079367133,1456.6021917471305,136.87988954078244,1746.0549691533615,308.40519239563343,0.02784606334590787
38,0.5,38,151.55626615308086,100.55742304883952,249.54035854229073,557.3061682073744,2121.165900012537,1067.6869115245127,19532.12424225678,8877.44999483626,227.83472219142084,417.02391336246905,372.7903159000033,274.61652615191826,773.1746250714805,72.86662697520228,929.3545489330736,164.25062106875532,102.32600298495417,252.7688809897363,584.5738819468031,2028.230795433717,1053.9027596492037,19536.339997470037,8897.655335865162,227.46794443239426,416.03841070920635,343.4239152211667,272.35457497800166,775.9900453443436,74.41492453594867,928.1762841721508,164.24037879317595,202.91952606436496,502.29832424559834,1141.8514889940739,4148.424462604134,2122.036385272507,39067.7575908814,17772.550573966517,455.37480248316984,151.55626615308086,833.286601687287,716.1434281679468,546.877112383643,1549.8483508661773,147.25314290421625,1857.6885818347157,328.42201146924907,0.03671225152904355
38,0.75,38,160.16591045621266,106.00573231511305,263.73965916995326,593.7122950842729,2241.349214274803,1133.8856240766409,20595.59627711917,9460.877187208433,241.25715123445156,440.21141691781105,394.55446371668353,292.3826448148645,816.1932494800931,77.79207332930496,979.6223978201937,174.20024993945233,107.7970489171194,266.68494573996685,621.9878771244234,2144.376643047322,1116.8955253752758,20626.215709309716,9469.867966980368,241.02274617041195,438.9584606905161,363.4756322462959,291.300486460551,817.8950906693296,79.17251079752539,977.4001485124994,173.68600139405106,213.74922212872036,530.9527303616235,1215.0664683600828,4388.638162352162,2252.179094896673,41230.987649691306,18903.27994401058,482.44587820262655,160.16591045621266,880.5789658976615,758.4268910065239,582.4216899954702,1632.9696339110847,156.9582412088143,1955.9847815686655,347.30438438297193,0.04529016138749109
38,0.95,38,171.52471928719726,114.15158796051058,282.70257490077336,650.1689260006547,2404.734626428782,1222.7563825229445,22120.438535306886,10241.64394972992,260.1353577939127,471.1741083074222,423.3829118266601,315.9328734097686,881.8639274111072,84.58876692021921,1047.1325781311964,187.5729031212575,116.22407531608408,285.5653382037052,679.9048577812556,2300.7015144851184,1202.1041728764712,22191.477660795303,10234.854398165422,260.07953856429305,469.40524907313284,390.02146195039614,315.9078762282511,880.4253755111321,85.75646849111709,1044.149591292899,186.5856345266319,230.045614993919,569.3135768376831,1328.1636591765541,4716.590896480144,2425.3575296111617,44340.322169591025,20419.89897351484,520.3838076439829,171.52471928719726,942.9857156073191,814.490300553182,629.6577070761936,1755.409953724771,170.17932769327027,2089.1787222421626,373.12300508097877,0.05726441991391289
39,0.05,39,171.82410087502737,94.1725750711974,254.88901394134896,483.3703910372657,2058.1160224852238,1061.8044063774453,19462.699579922843,9707.853288860904,226.87653095517126,413.77115141597614,391.0244425292592,291.4311303682966,727.9888143477335,86.27279559830444,897.6619535610523,190.47499756478996,95.70423613913201,262.2947063446787,515.4306928830397,1989.6277123673244,1026.4565025809627,19335.94746109134,9628.643975967427,228.3706929754623,412.37213313640746,357.1860421493282,290.72009615455653,728.0538678096482,87.55335383645277,915.411020112898,198.32288663259357,191.38283801994498,525.674614097103,1001.3568430852138,4113.027431046168,2036.252737487764,38837.15822565648,19365.146090689577,456.4038105547093,171.82410087502737,831.5691496109762,759.2139723268145,590.8964529429297,1426.22094221967,174.35997437665978,1841.3213067720499,394.9614223803221,0.04701519580782361
39,0.25,39,193.3850825569727,106.79370622020485,285.89465678823206,566.6525334248156,2370.4045137972357,1219.7865299070725,21798.818103334415,10897.152405761828,253.459924774684,469.5693135352309,438.3582415873635,324.53481114317145,805.6118193994049,98.69537831068783,1019.5571995260824,216.0731552668243,107.81203429966048,292.5153867486595,598.4398949847925,2262.0058627066783,1185.4637888070165,21698.071768753227,10827.008880693022,254.04603692483832,470.52346220906816,404.46891587188276,324.4350514500822,809.7782917327346,99.59178795008626,1023.5816685582874,219.35822296077677,215.41497396569588,583.2335744683114,1165.9841508343131,4654.015778288018,2391.6872527568385,43509.42104825809,21727.312393793618,508.2179684029731,193.3850825569727,943.9919749395374,847.0795280805356,651.8346472370024,1607.992031861885,198.83191215523547,2050.6244401539607,439.6478085979613,0.08708622085445669
39,0.5,39,211.49544410280694,115.66720481174707,310.01930372883373,616.984489224494,2599.581339045498,1336.9810569221556,23646.18700831837,11920.732717365787,273.5706781823453,511.26466672302115,478.16201568597796,351.9726692417466,857.5212152718484,109.92279522000308,1102.3858476757234,238.63915667685745,116.39147638404525,317.77517874378594,649.8794085537888,2456.5583395749245,1300.639562020389,23534.84928230586,11866.76919748737,273.85146720860996,515.0236366925554,444.6786229647327,351.3289046467102,863.4481552984465,111.19302627518958,1101.3324941399496,239.0215349649451,232.4877940184613,630.0365912044042,1267.0838054015248,5059.427505580822,2639.11657314734,47184.84363571962,23776.27976005116,547.8846628599624,211.49544410280694,1028.8590391448718,923.1469174305614,703.0615428759928,1722.6900410151052,221.25419321259267,2201.8032205297054,479.41049918162804,0.11602823831237011
39,0.75,39,233.6925830325081,127.11792503244222,341.1993088608375,676.8212574329866,2913.9763861898273,1490.1561123632812,26043.31374849248,13234.73387325056,299.67350342557404,568.2977192555662,533.7682837704514,389.3749114853842,918.9956874298985,124.38219111480632,1208.6049299228193,267.2692704443669,127.71864823556598,352.36756956722496,711.6461189553851,2706.4981824977663,1456.1586064330609,25909.612917255043,13244.30829590979,299.7752769644785,580.6992079867044,501.54607877663045,386.1520475856774,926.9784534466664,127.39804368753434,1205.503657172984,264.9312298857733,254.45182577507467,690.5023813943678,1387.6768767521296,5598.747172656688,2964.774860086032,51955.87312801612,26447.881545978114,599.6863890216434,233.6925830325081,1146.9750427841514,1030.4827197387551,771.7042320368205,1856.932538442865,250.86954429971075,2403.601411524558,528.693607697529,0.14870821240125753
39,0.95,39,273.2431090595019,150.90458640212216,402.26988515913376,805.0194043701732,3610.0380518706515,1803.4919107826036,30806.457197673855,15729.579820468605,352.7593115497518,693.1272708861562,655.7892612601997,468.9636349443551,1040.034550080087,151.22356208401254,1431.2729122417886,319.7463620198401,152.43866284395176,424.74266757329553,841.6073573344979,3217.4914329318085,1798.3827533181689,30620.620825720027,15974.631782521614,352.7557137647006,744.991633960059,625.4866904818945,455.48738918723313,1051.6818658119337,160.64196452668932,1439.7561508049632,315.15443940251527,299.72292743127775,808.0607501014413,1641.7458188632631,6746.512828105143,3645.381240758127,61457.01252116134,31622.899710245532,705.6007291608242,273.2431090595019,1412.8693503465852,1268.7592992796208,914.7413783718939,2117.213085846206,308.0492102971723,2860.016369399229,616.8306863885127,0.20766768441701366
40,0.05,40,133.46119378280895,86.24141711848333,211.69779456225916,461.6491941930126,1806.2271286342484,901.0582243918451,16583.554013358058,7384.873938996406,194.15511879964743,361.77910252376194,319.48673760130316,232.16997867597775,666.185923212465,62.82514755672204,807.245919753736,144.5577513285446,87.67000791291726,217.27725166192553,486.87047780339947,1719.125474744431,898.7792334053897,16467.24475329681,7429.714728760204,192.23134545343666,360.844420338243,293.6120551249233,224.75397877051324,670.6829464509187,64.48159172310208,808.7448249962367,146.06906473635368,174.07430208755164,426.7457252110277,950.8841049415664,3514.8072403595816,1792.6693330119647,33013.97365689332,14917.95774384814,385.5174257663785,133.46119378280895,716.8132331196405,610.958698977,462.2029001997447,1341.0989224693728,126.99603774669453,1619.281911346987,292.42235345697355,0.014725726340309248
40,0.25,40,148.06956463743035,96.40992231189398,238.94748784886707,530.0748967966003,2038.6440719764723,1025.801447873524,18594.85091226967,8472.200874341881,219.10860428120802,405.4795016212785,360.5790646493333,265.26235698256056,745.5798737204174,70.70739606001004,900.3699508135458,160.8791771306739,97.89999904129411,242.92299927181654,556.8029706428476,1947.9616701469824,1016.1834189705285,18561.778602339604,8503.608844002138,218.27011958274954,404.56405198726657,331.846042606571,261.2548045379219,749.3575366287157,72.15050948725853,899.5609434783504,161.21899893001972,194.40350804082354,481.1175522833899,1087.5756622894717,3980.9829221978257,2041.3163915998298,37143.8741672524,17005.64930345657,437.2820979973798,148.06956463743035,808.6942845144513,691.795133848602,527.7696600951235,1497.829015717873,142.8692551806044,1801.283653270769,322.4964681457324,0.02853508866454358
40,0.5,40,157.11196493913204,102.24439817089046,254.5987322796824,568.8423419134095,2170.2766435682033,1097.6899951285693,19756.88038813981,9106.642347773672,233.53683183662136,430.36946343317965,384.07343819714043,284.2996303288857,790.8151784251078,75.80368605317298,954.5338015373667,171.20966204447393,103.74118432709348,258.0203027346813,596.5835395303457,2075.742401333826,1084.1904003486259,19758.77475031968,9126.732902388743,232.9741660039841,429.2462783557882,353.6015857801725,281.85898145975403,793.7747398457653,77.08160846303483,952.430645072393,170.90956840513965,206.01543020926167,512.5475654523741,1165.4331964185267,4243.884913679495,2183.3070811173534,39513.83351264949,18230.66265438322,466.60915734782225,157.11196493913204,859.891455372596,737.5622991190406,565.75371723311,1586.2238594416103,152.97133540941178,1906.79451359319,341.89041200638644,0.03765760304180144
40,0.75,40,165.4230801814256,107.7035127153251,268.4684292436638,605.3918102235781,2288.0439996854752,1162.1061383542308,20818.80138612605,9674.721853520505,246.69010204279488,452.65534261628807,405.01095491584516,301.268877886289,833.7636869645379,80.66547093094663,1003.2473569603496,180.87776970242595,109.2436904400951,271.66132343587645,634.1382238020889,2188.8444771954814,1145.5902116554594,20846.434941316853,9683.729467799496,246.221551960701,451.2610597712256,372.9362831708006,299.8602468293645,835.4158662196496,81.78138018884027,1000.1888814517941,180.0913784748958,216.86803466579948,540.4986699037479,1238.911616685905,4478.708067785462,2309.7339736357585,41673.046274713764,19332.628962728868,493.0502839209638,165.4230801814256,905.1025024534084,778.1892284702164,599.7144453420185,1668.762725907544,162.49637438830803,2002.0048122333694,360.3227352492683,0.046481071309898606
40,0.95,40,176.66252886989338,116.23969016221339,287.7267262367678,665.3181186381269,2456.1171153034156,1252.8355189424876,22382.453687786106,10465.10309016836,266.32835743373585,484.50745850079153,434.31048375296314,325.2588310458916,903.6675367983281,87.52474265936459,1072.4013008787733,194.19228440250814,118.08363592109991,290.91002798522976,695.5487957278706,2348.7601662861634,1233.0778230878998,22451.720882669346,10459.145800142025,266.0567316482701,482.54773653168894,399.9761281439931,324.6560543652576,901.6607466895775,88.44591810480486,1068.889908199435,192.9879904245091,233.9095522034641,579.4011742778641,1358.800131367706,4815.802485429437,2486.486733177227,44862.08441050618,20868.945324154465,532.5101665965265,176.66252886989338,969.0545980769082,835.2597757879814,647.6908314300443,1798.0933567795519,175.77019947658067,2139.0498127384867,386.1259136184695,0.05880293855412563
41,0.05,41,172.05595299422686,94.49497039360287,256.60414492058754,498.86935347335225,2161.648999950452,1102.8271457985645,19828.745455559005,9675.101293038033,223.93510687094897,417.0351553017179,393.95893353324436,283.86500114272417,686.9191199020697,84.35135157954382,935.1583518657409,190.72393816448033,95.29524502643739,266.1483231219659,531.4114487441814,2047.895694703366,1058.548554668221,19709.036807560416,9641.727611811912,222.97341539692124,426.6872198645604,358.5336340002318,283.12645710132637,692.5296928162263,85.27981039817406,938.4080679661339,194.90479928524778,190.75315589670265,526.7891828725162,1032.5931035113877,4229.251546410177,2144.4095870641304,39540.12045522348,19351.52721810946,447.6223357889073,172.05595299422686,845.9975239423454,756.6297403923627,572.2794013053344,1361.6573066760768,170.4325251966892,1884.0154062112542,389.13364332175064,0.07513490964386921
41,0.25,41,188.2538006368085,105.12088070133018,281.9203265226388,569.3604091997279,2395.990656823767,1225.9678825592973,21768.20247340478,10668.967665029058,247.40516236821907,461.3459290913348,432.33460053125924,312.8398408822558,768.1156712698319,93.8368852420767,1029.229219007793,210.08347295809014,105.80288697857677,290.98240591452264,601.95877173896,2262.941724172522,1180.8818762047626,21679.214409608747,10632.960482680572,246.25237528771382,470.6620458913654,395.60102428867066,313.12807279577663,775.1296597464049,94.41567773843273,1026.4579551495326,212.11026624423945,211.46994530733033,575.3125540096122,1172.1742667597503,4665.29308004667,2403.9985869727434,43446.38184578566,21309.874858849835,494.2055705236014,188.2538006368085,934.2495394691742,829.1506283530966,627.0482559173041,1539.0788943598561,188.92041009924822,2056.6309758565376,424.61811423092047,0.0991913521941302
41,0.5,41,200.9383541928069,112.22131561193223,300.5888571340318,613.2819445811734,2574.0124946379424,1318.2199982771197,23275.703374527817,11472.470193494708,263.72125642863347,492.23164679849714,462.50355574915903,333.89657625614905,815.8265232811558,101.5928489573255,1095.820285678699,225.86889017231965,112.75684075687485,310.9362850632552,647.0728691579493,2417.284822650765,1268.301750805857,23192.081310429297,11438.77170828885,262.265239523648,503.9611241032262,424.1906999906331,334.485654796658,823.2179713962732,102.13615045369099,1090.2831508271238,227.09307571445947,225.2783183660631,612.692173255009,1260.5444580165456,4992.823817255636,2589.3571166099296,46470.365206487084,22903.411151101172,526.4004960045319,200.9383541928069,997.8852719500646,886.3927427164446,667.5623692578332,1639.7316944258616,204.05850325056844,2182.357891496239,454.2495003210886,0.11682457693150461
41,0.75,41,215.73517297196435,120.62165143288951,323.1874484026906,663.7142763705232,2800.4456225238855,1431.5151464844175,25136.51709116189,12460.537414685663,283.2528794924024,529.9583380366939,501.2035347649013,359.9345029176411,865.0326577971914,111.08793383971745,1176.731813310697,244.885788803352,121.0644198484331,336.53829364371336,699.6392863325868,2603.550682727728,1375.8683185927473,25056.465716118088,12449.947974006871,281.4599302767332,547.8071147637814,460.70056283590543,360.08852542140147,872.8785623814522,112.11586967960272,1170.4124893175522,246.1358311523386,241.5718407211282,658.5399416308412,1362.630051484591,5402.359016947403,2814.6601879192713,50209.734020509,24882.63144595654,565.0447466107474,215.73517297196435,1077.7115030032842,960.3656145707471,717.5734996679554,1741.8363901750247,222.7890539330616,2340.340871328898,489.9397067864603,0.13581342932589316
41,0.95,41,241.38606586172313,137.05574295475003,365.696356271584,765.5664528482048,3259.8524527332147,1649.2180591101285,28675.98213176609,14292.897550316553,321.42967435781424,606.1683366655855,580.6350668361456,413.00415415215923,954.0485912844033,128.54828338362327,1335.1279491433602,278.9026301896724,137.99821387678418,387.56540954319996,804.7623171863066,2960.9703085353162,1592.9294425837127,28602.653350697517,14387.502771502983,319.30128778524113,644.8789301970379,535.0782065718415,409.44887240474554,962.4632598729208,132.16328780856483,1337.7945577216494,282.6652758266805,273.3748074532533,744.9555981825062,1566.477233037142,6219.103562140436,3249.84325049566,57347.937933512876,28608.649380895942,641.1396039699872,241.38606586172313,1242.5168127055658,1114.5993575628486,818.6295759064095,1922.6819347165,258.1320876007219,2672.3834354680866,553.3284068010084,0.16662866379889651
42,0.05,42,149.55865882978074,94.12831102409011,237.57418220090585,510.83677514982384,2081.565155612142,1055.457026528875,18500.525147989756,8500.564730207612,220.07488507617376,402.2024380395896,359.6952103836278,270.2690071545887,738.6654191876856,72.37859615465734,912.0735116966457,164.47934427512558,95.04832163491275,242.60386818430044,536.3701582462247,1991.3144015601954,1047.9671994303467,18434.804382705115,8549.23912898586,219.03900911904495,402.3276519685853,330.02910321423064,265.96048249107906,744.5158343467791,73.86121534167732,911.6552584780497,165.1071654252027,189.49281952632094,479.0253908965274,1049.1572562270921,4060.6487397356614,2103.487000590908,36905.32425333554,17117.205004798456,438.94067445867097,149.55865882978074,801.6754489394907,688.5739570250988,538.6050725011692,1489.2052064792922,146.51786629778488,1826.0131837923745,330.63959247399464,0.015106264392515681
42,0.25,42,162.2293087263725,102.73540130450162,259.8095285773689,568.7437284169506,2260.233809416439,1152.2662498633129,20155.73382223129,9388.799559577701,240.27428705671915,437.82505265057995,392.89621136333676,296.19233229695715,803.6294092740585,79.55432953610963,986.6514062843038,178.87475489023691,103.75965882622505,263.9525224347505,595.8772726433798,2163.337273918769,1139.522260096108,20142.77145923209,9418.596318880494,239.57345068088702,437.47936887313097,360.9590290501291,293.89351898253653,808.0037596301439,80.79022264894165,984.4082482663181,178.61871484521072,206.68638970606523,523.546727721865,1165.3300784078785,4417.4941950630055,2293.6683610919063,40286.02045313302,18826.105061386334,479.89438259396036,162.2293087263725,874.9012057162078,753.4300726329409,590.2356036773222,1615.473250755149,160.62798154841218,1970.9948286017525,357.745736411614,0.029074799973920283
42,0.5,42,170.27526499645745,108.21729494870334,273.375067430495,605.4095995339899,2375.706900532949,1214.9631221516947,21211.13192805328,9941.771729584558,253.3552879315633,459.83281920998405,413.3832730204081,312.65931107744353,847.1286666229277,84.34582412986994,1034.2639689041869,188.26330503448742,109.28379089317414,277.3344510081972,633.5404474469445,2273.4530839950557,1199.8086304267244,21223.354112723337,9960.285932345121,252.72323018487603,459.1658025175093,379.92352049374864,311.12493686265185,850.0831362329919,85.42955546082244,1031.2877466739967,187.60628984212892,217.58009670206712,550.854014851888,1239.0411120079025,4647.89375108428,2416.249300755528,42432.03416035149,19898.705958781426,506.1242995307186,170.27526499645745,919.3968591081745,793.2190652786174,623.1505662558943,1698.7717653056875,169.93539623863282,2064.440120465349,375.7844864397334,0.0383005220800748
42,0.75,42,178.0728875063054,114.05800876028553,286.8414314043146,645.4490351760126,2498.008184437588,1280.8489146986665,22312.53609993515,10496.839238135242,267.4439133498396,482.1548764507872,433.9402301286681,329.9500585726899,896.2164639736029,89.18358281686135,1083.8917723528589,197.56286656746332,115.2294800617767,290.8620391203256,674.5168025062126,2389.286625384639,1264.2413745779875,22352.115938677158,10506.141843421798,266.9498378314735,481.1507096159671,398.8729181841388,328.7519027674147,896.8854035728674,90.15482106682309,1080.9926063677613,196.70222929932092,229.18652421816722,578.0598703895048,1319.2879927977183,4893.2539814247575,2544.515477347759,44675.35329311417,20980.501380292328,534.4170685965685,178.0728875063054,964.167282416282,833.2076145299733,657.7403036701882,1790.252684796049,179.2599398816682,2163.656275055167,393.92014581700136,0.04722464962630456
42,0.95,42,189.6854925221241,124.3555621115436,308.7548178557144,720.1620757657042,2710.1629281307146,1392.8366917898804,24187.56292227342,11404.55331153169,292.651323945145,519.7204915371688,468.0863694532009,360.6484556600891,987.1943744796519,96.77852631573676,1168.8995418781617,211.80200630538863,126.0677525237146,313.5074347794306,750.2067784484428,2586.875927256249,1376.7064796815973,24284.083228386513,11407.695871568945,292.74763676774234,518.5101090140101,430.1349950711872,358.88275931701264,981.7535984722437,97.75004754809423,1169.819697012405,211.19248327023703,249.7270486451015,622.678322475321,1467.4905478601029,5323.050113066012,2760.7851027679744,48517.96501241934,22757.412753309924,585.4982192026126,189.6854925221241,1039.405067472449,900.3673735077723,719.3429613168198,1951.8510048828189,193.7976979814632,2341.614962690685,422.15375461392944,0.05969274359547333
43,0.05,43,148.68544117886572,90.6106884883531,225.36596911787947,495.0020794079461,1938.1797831181527,986.5769628815074,17078.704488771058,8113.32620658316,209.1569909041511,398.7313651639166,357.04605940957373,260.7272720916768,705.3532249165035,70.52902903098499,887.3183956911605,164.10301961511368,91.28520031145088,231.3546947901769,520.5774743490696,1857.4850754974623,982.6952132314345,16977.85256134683,8154.799593761004,207.81203036486644,397.4639175100996,326.44205842008404,255.28130679279778,712.4298270069543,71.4192656280194,887.5502252177463,165.08872210789474,182.2171638592642,455.9011130719506,1017.7119432777296,3789.1922103072125,1963.526255225152,34029.21722401546,16347.868208261349,416.6608647157637,148.68544117886572,793.5221907530886,683.2083497772041,519.8955672209959,1419.882026326879,142.07587824801746,1779.5582059635026,330.4913667728425,0.009737696421882706
43,0.25,43,162.32534317761474,100.26982473597108,251.11391049628008,557.9712685350781,2155.1274136048914,1100.7819859707306,19077.14530651197,9105.771977299677,231.94722982360318,437.0148091797111,392.37271371031926,289.18785562116415,777.3149938436907,78.23893349423032,970.0458662311343,179.481719772067,101.09179235345974,255.64411876650084,585.0972386907664,2065.278106940496,1090.3463493909876,19050.647597741783,9133.058024694823,231.14024399479334,435.73873455778687,359.83049418968517,286.2111458526537,783.3256803758175,78.89273587696339,967.5093569983511,179.0693575442732,201.53704595725733,506.64699304683154,1143.806165764578,4215.281341647212,2192.0510695252783,38117.71112280154,18260.24836605798,463.15495320491,162.32534317761474,872.5214955484873,751.9451065880478,575.925643181543,1563.29170274004,157.39106217819267,1938.2791866654118,358.8559576295739,0.02601266166456257
43,0.5,43,170.93413506369393,106.07329789629672,266.09900374813424,596.0558539308255,2282.547739480485,1169.160021134445,20243.747622646242,9700.261956031964,245.7143366148717,460.40456451960887,413.97892889436696,306.4965385438707,821.2333516065934,83.3300555342745,1020.9085062835089,189.49087220729916,106.91997615591505,270.2133042000848,624.1875477480861,2186.1100605350025,1155.6342498026677,20247.477927974003,9717.554422009856,244.9675286506912,458.9666971655532,380.0311313769811,304.4793330241677,826.3404186029856,83.81245356733065,1017.0374740159879,188.37281888276294,213.05196349807565,536.4455537229679,1220.3441662835853,4465.537023702834,2327.648262704258,40489.11695457263,19414.066758722638,490.7752463559257,170.93413506369393,919.8540521528607,793.7093079803334,610.1914353545751,1649.610697104595,167.34395200501734,2036.6602321627,377.7329418070259,0.03664768444081169
43,0.75,43,179.29596853783943,111.9762753235946,280.1613502662918,636.1822551822677,2406.3760506845647,1236.0384849601874,21350.004820172315,10272.213623132538,259.5339425960751,484.2225481876469,435.734638433977,323.8823236978748,867.2404911542427,88.42117357629877,1072.4201399139856,199.46880476185774,112.84398019870724,284.18457834448435,665.2895705915811,2302.891197805633,1220.494610699919,21378.024377792084,10280.830095100728,258.8037507524155,482.51385910596247,400.229622922252,322.3215032812231,871.0827256405304,88.7353929628748,1067.793989602396,197.83931444741322,224.70425156964626,564.5536693465269,1300.8438711233136,4709.490776841814,2459.829371190732,42734.15183945481,20529.27611384273,518.3865012573061,179.29596853783943,967.559999732607,835.757985582856,644.5698605033359,1738.408984134971,177.17917124735362,2137.682952749169,396.81967146993776,0.046870343247537596
43,0.95,43,191.91869295959148,122.1676816036825,301.97597069336786,710.16943494038,2608.407241458127,1344.2846928049032,23089.643051624804,11175.59372373124,283.1853633812366,525.0868330471878,472.5209546477954,353.7775883422801,949.4766808436381,96.37021897766073,1159.7600113411404,215.03667277440536,123.31070568476743,306.42943304126345,740.3876204429002,2491.039480363801,1328.1842906198167,23163.21373838096,11177.50152336876,282.7049697556312,523.315696309153,434.11721305322044,351.8071688348681,949.7679192903987,96.50364206974788,1156.9311246483114,213.13771836490793,244.81003454897785,608.4039284583208,1447.8634502751715,5110.395975946582,2673.0146150248975,46280.50435750592,22297.213960514408,565.907918149642,191.91869295959148,1049.212544715001,907.4735037609084,703.4848955932044,1891.092751831907,192.34536309428228,2315.647330404062,426.9756429788834,0.061090481425234655
44,0.05,44,134.4574484594321,86.57736923596792,212.7027286615966,464.0863142609877,1816.112219140728,907.0732727645976,16625.19178752765,7431.509527253223,195.30936358621355,364.5186829383284,321.8800524521759,234.18954920471262,669.8592002474036,63.32022689071374,812.3664933516993,145.77906474383798,87.95255182952798,218.288329836947,489.383578187837,1729.1620509421246,904.7759270752124,16509.43590582285,7476.5310944039265,193.40561880297756,363.58202345362224,295.7496848686987,226.82394655973695,674.4313462951703,64.93479257795917,813.7401979271473,147.25470906298136,174.69748909758766,428.80841573896714,955.8124512173732,3534.712407049695,1804.9290865133312,33098.111776384794,15009.94878928308,387.8911927108296,134.4574484594321,722.4951456619076,615.6048605210451,466.16049687384236,1348.6052671817424,127.98160736354978,1629.5118811341215,294.76291770401855,0.014711392232181042
44,0.25,44,148.97868657789672,96.68769563382688,239.79993862438454,532.0146284347555,2046.853633405059,1030.8559260267405,18631.283394542326,8511.709875588265,220.059873567519,407.71547478225665,362.5391493418788,266.9111641064798,748.431948781207,71.17850306751963,904.691692445034,162.01487580584882,98.13213333838533,243.79741958312485,558.8113689911729,1956.0724891595914,1021.2399914760492,18598.21706420368,8543.069644343981,219.20752616885218,406.7778858318264,333.60279552127946,262.91479982519104,752.2644558908497,72.57816330794364,903.7414088745845,162.31054866553973,194.91541712648885,482.8590077917314,1091.5240719133549,3997.191996264752,2051.6066834488824,37216.733381319675,17084.11532610583,439.18608247265513,148.97868657789672,813.2122135941601,695.5376928660443,531.0055123533093,1503.704443053899,143.791532630546,1809.764699351739,324.6898995939594,0.028599309956588874
44,0.5,44,157.96744877440284,102.50295477383989,255.36920687202712,570.619549670504,2177.7409128733716,1102.2756714980005,19791.20710581953,9142.370261266407,234.3955352974049,432.37368783568536,385.82664269468916,285.7614597543745,793.403427980638,76.26177685276497,958.4513431128405,172.29403580788886,103.95801737187,258.82393043322827,598.4253127274648,2082.974683312935,1088.809223078775,19792.82066387852,9162.394694142742,233.8050014473842,431.22872597401056,355.176294648398,283.3035627240557,796.3992745752709,77.49634570654803,956.2137195777044,171.94938081547411,206.4901921337059,514.1162621947763,1169.0577229519326,4258.436394501439,2192.637787371059,39582.063346584604,18302.040238295784,468.3005800982967,157.96744877440284,863.8812979609129,740.88178899542,568.6210181192147,1591.5498398363688,153.8584779647701,1914.4389689806424,343.9990095616804,0.037771486903452146
