observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
0,0.05,0,-0.14231786690716586,-0.9093346056955076,0.08456858612015306,-6.187111835923799,-0.1338691195041693,-0.10525789969779809,0.33653050823430597,-0.431404949624181,-0.58189203512547,-1.1149138285938092
0,0.25,0,0.43721606717556516,-0.5477660206962041,0.5374780195733213,-5.411667073092941,0.00194902333129323,0.15504410309259758,0.8096945685590411,-0.24215103370695779,-0.473476609916743,-0.8218602048731302
0,0.5,0,0.7348698114925305,-0.3918091549876405,0.726856693594954,-5.0477100861700634,0.06482986279678864,0.29976524059360543,1.0371442838072225,-0.1363545543990155,-0.41038585753086415,-0.6559091091965801
0,0.75,0,0.9512524358133337,-0.28513606085558774,0.8748748122928924,-4.7662072969309515,0.122986998269912,0.4223124946973392,1.2496163611084494,-0.03402417484026318,-0.3469208013102619,-0.48965830141097555
0,0.95,0,1.1824311230364042,-0.17256139511600962,1.085319579804511,-4.373251835564552,0.2162016897610034,0.581159788105633,1.57880423780345,0.11784826975827428,-0.24851927835394336,-0.23246287528113707
1,0.05,1,0.8384451101893604,-0.4010020953569041,0.3063992788682265,-5.393811234848192,-0.13096484646057238,0.39317649929323806,0.161224587820883,-0.482791251715593,-0.6756553025953873,-1.1756161324921646
1,0.25,1,1.0743577110451683,-0.26730130128803026,0.6296027461574972,-4.942390306080871,-0.006432748144520863,0.5343494442667003,0.6607938205034469,-0.3016088885572283,-0.5541322284483304,-0.8857854764647558
1,0.5,1,1.2073727001966403,-0.19809434762063435,0.7778390291889082,-4.698172615404219,0.052321531467501604,0.631695954124255,0.8924826041739875,-0.20511114428780566,-0.4924754042109877,-0.730107435801932
1,0.75,1,1.3313902684058854,-0.13233116244572202,0.9058910090121202,-4.453096329828701,0.10470387517257096,0.737476136154271,1.0859624515781805,-0.11663088604571109,-0.4387427663061886,-0.5810308247230637
1,0.95,1,1.5061319365524626,-0.01993365768223937,1.0943336169579576,-3.9882408662190088,0.1852730865634526,0.9160574191666565,1.3606310356707392,0.009298615405274824,-0.36352121544492755,-0.3566243438685609
2,0.05,2,0.9327591721463622,-0.3834558662205242,0.4319824133878272,-5.448793820204728,-0.06335056949172352,0.3341592902971796,0.07682201143489076,-0.6266609676119428,-0.765265607218923,-1.329516237404479
2,0.25,2,1.143265475052914,-0.2565488895270551,0.7015170767721414,-4.980162123298322,0.03480593712210786,0.47999813727690493,0.6047856010981545,-0.39851194976627896,-0.6170758159364275,-0.9844549346855369
2,0.5,2,1.2694317183040589,-0.1891215290635171,0.8355426495970302,-4.731927661542774,0.08767444640708202,0.574915601218017,0.8477507621972362,-0.28761891500688724,-0.5439319540459423,-0.8157169608433534
2,0.75,2,1.3905069880350425,-0.12335559400065399,0.9609798016583586,-4.490503203670428,0.1407584687950078,0.6738256819798449,1.043732229007518,-0.19484522330896972,-0.4856361908880439,-0.6656056949749446
2,0.95,2,1.5637804556522397,-0.008762454686157356,1.153133295057828,-4.044990017890935,0.22667604031734445,0.8366358128058615,1.3132337991385055,-0.07140819200167114,-0.41178456343357484,-0.44802112190641535
3,0.05,3,0.9153574933798951,-0.4085647501388879,0.312303382028049,-5.298569371728312,-0.13822013911433137,0.3548898892620539,0.11466773534787889,-0.4599278288408212,-0.617873305562456,-1.175744124677141
3,0.25,3,1.1427253054166808,-0.26638422627972,0.6478382781950885,-4.866481572228324,-0.006652662736314409,0.508949217243608,0.6577597103747344,-0.2700221281120181,-0.5031794297590841,-0.8774177941692932
3,0.5,3,1.2772735213750828,-0.19382278566835653,0.8004148296477022,-4.6212486369944275,0.054428129490441866,0.6119200958214466,0.9033521425546244,-0.16716978080607203,-0.4411796157574454,-0.7172338126937166
3,0.75,3,1.4063898497750955,-0.12416907036910521,0.9354315879064873,-4.356422585964543,0.10903683474567993,0.7228360072576997,1.1080192647494977,-0.0700577641858772,-0.38177262122930367,-0.5626737576512861
3,0.95,3,1.5917332012369252,-0.0015754415336312333,1.139444594284859,-3.8211039807370195,0.19400641105692262,0.9112277385950598,1.4028105875425383,0.07180716176086177,-0.2919661311260888,-0.32833161190421023
4,0.05,4,0.9078605379678054,-0.399941084696112,0.3819954429808451,-5.420268789147869,-0.08459953221193411,0.3655019239629953,0.12300752340596632,-0.5524887157404665,-0.7105231588541803,-1.2484434457178244
4,0.25,4,1.1258063996978018,-0.26663844797354785,0.6737903542697092,-4.960407634900164,0.021772606046961317,0.5091078122731818,0.6373505944985582,-0.3475123698930238,-0.5773680420908054,-0.9328199308180122
4,0.5,4,1.254311112474035,-0.1975355264500287,0.8134161335071404,-4.7142549343028755,0.0761332644694444,0.60543194478598,0.8745011584961749,-0.24426660200643346,-0.5113226264213213,-0.7715961097920074
4,0.75,4,1.3768185737451004,-0.13176458743721095,0.9402411345867605,-4.47091582574134,0.1288717107154867,0.7082582049122204,1.0695663755700326,-0.15364543752348808,-0.45595593572388915,-0.6222999955170998
4,0.95,4,1.5515878516737986,-0.019205077080451882,1.1320962797002336,-4.015093461865089,0.21326658493955727,0.8802806358061751,1.3431873601924575,-0.0282309971513916,-0.38103471927670807,-0.4010686195831032
