observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
23,0.5,23,1475.790136275063,4369.556728618452,1084.1769739670706,199.00723860620957,536.9107785072979,3099.344533417183,122.608550162462,2233.2446993292065,7359.398264034449,1702.8787450095085
23,0.75,23,1619.2434253676688,4728.636758705255,1180.277482718375,221.546873892907,612.9240810911442,3327.2936651474706,135.1384977200656,2409.677204106348,7897.739717849159,1824.4133340169165
23,0.95,23,1907.4438404970847,5382.323498167665,1366.42694130772,268.9304631386184,780.8079350134592,3778.604554903001,158.91822238803286,2754.8729625067253,8897.589296616658,2058.3273730909286
24,0.05,24,1069.8615966922687,3244.7287580886227,814.8352840312433,136.98957730344307,351.6247135418757,2415.884753723325,95.32966818084306,1682.0708150737105,5584.680154217233,1370.42276851442
24,0.25,24,1195.7321636194083,3568.7730761667185,904.7242133484677,156.6352507380481,407.04440125858287,2708.41227682942,115.11694325241128,1900.208220240546,6262.359687017188,1561.4085497993606
24,0.5,24,1272.339353622821,3772.0300848876927,961.3998810991864,168.58531291600605,442.36407546472566,2879.9828408163266,126.41195171932678,2027.671643547938,6657.438676387025,1668.519700935202
24,0.75,24,1350.928507944079,3980.687335660522,1021.0276900686928,180.72097310993303,480.5614201616458,3049.3550494781234,138.09843754725426,2152.2333155526394,7041.3992822748805,1772.66323384982
24,0.95,24,1490.5838434072184,4336.646649716584,1126.2673464092927,202.52806995237032,553.5876089138486,3336.6191766626753,160.64543000009542,2361.594153736463,7671.996666374264,1953.6040537966376
25,0.05,25,1147.7718647057409,3441.07135475157,841.5306637157545,147.64499952418265,369.69261682121555,2536.3294028050177,102.32745097997751,1819.442914031731,6136.911142525543,1413.1377307357377
25,0.25,25,1256.7866854009808,3726.387032631431,924.1181610837966,165.15716517259958,422.18342182648485,2795.5504620061174,120.29903072662641,2005.7412971601186,6700.753046713218,1585.9307062063688
25,0.5,25,1330.7564151020827,3921.604709012591,978.6200959415593,176.75851138692602,457.7549318987201,2957.3768425519165,131.42824950785635,2125.975265364575,7078.208307654477,1686.3139468083587
25,0.75,25,1414.4841300073751,4137.394244887798,1037.8471613038926,189.77933708769712,498.63761020709154,3127.2301726303526,144.01243924668938,2256.6661218371473,7496.581294653021,1786.7201852272115
25,0.95,25,1572.0392162523692,4518.7190931243385,1143.669883199537,215.02530854762097,580.401080173811,3428.4899104525166,169.81051097693387,2493.694452813811,8241.148361460455,1963.1553067637806
26,0.05,26,1054.900560445383,3155.292830652668,769.0583067873872,134.80426812487173,329.6726016624463,2301.9032164464256,92.92931644246204,1657.5383273305365,5727.493850162082,1314.189187501681
26,0.25,26,1178.8200884915661,3478.6853128093985,863.8590489541878,154.41478424786612,388.6614326438035,2611.372409505216,113.3079525278656,1875.4118191816506,6361.984498983644,1512.4448959749268
26,0.5,26,1253.151602093705,3676.452432245405,920.1826408922908,166.2106311512889,424.2466120579224,2786.6259545286975,124.696937570829,2001.5608542841715,6741.625921372032,1620.6559708746756
26,0.75,26,1326.7941273240278,3869.349588401983,974.5146785009581,177.85835814418652,459.9845540410799,2948.450898140565,136.11858607976518,2121.6404529668607,7121.292486609982,1719.1880596160106
26,0.95,26,1451.503723235875,4178.5250574248685,1061.7414743994696,197.92956994253424,523.0751519745836,3198.7625004422484,157.51806146655974,2315.795926892099,7756.920336962201,1874.1396000379018
27,0.05,27,1149.1345844146726,3447.5006750239118,844.2103071312739,147.8297046693966,370.9473390257983,2543.755294145417,102.43524339836011,1821.5319007984572,6134.25464179984,1415.0964329728367
27,0.25,27,1258.1501655244094,3732.7382531302637,926.5722700250242,165.3310873685501,423.30213178172676,2801.9265836090703,120.38312023075349,2007.6699739118862,6698.795988367752,1587.6628853804061
27,0.5,27,1332.3210025963012,3928.6586877077866,981.2295352383401,176.94949697159677,458.9573311714446,2963.863950539978,131.5145049604238,2128.0592018354505,7076.4157414484,1688.0849149689284
27,0.75,27,1416.488965145253,4145.924992888745,1040.9272601357789,190.02026247780856,500.12360698261216,3134.70331200965,144.11939037017942,2259.2034002945566,7494.809899824866,1788.8073326248573
27,0.95,27,1575.1404507215777,4530.522362556818,1147.965925310338,215.40677523543275,582.7124017894123,3439.0212318113017,169.98197802598713,2497.41133160117,8239.406549170526,1966.3726062299684
28,0.05,28,1149.5482910334636,3449.4667727189517,845.0348257755081,147.8859227829248,371.3341445960891,2546.0253466151594,102.46874927647853,1822.1664612651316,6133.367130967992,1415.7156102945557
