observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
0,0.05,0,0.021602720432989626,-0.03193627768426777,-0.009505290398556902,-0.040070516658047346,-0.013368574702029203,0.009990859551849637,0.012891962711020456,0.007841592260141342,0.004340681355522305,-0.0013925712754885577
0,0.25,0,0.025859583921330608,0.0014901485054828554,0.010599931693310922,-0.03453491975650996,0.007800377212096208,0.017510433574849767,0.026416480758492632,0.014283503667926517,0.010025504441975738,0.007953430735470755
0,0.5,0,0.02801431216484079,0.01716814518996596,0.02094582759741722,-0.031195456992189157,0.020828436150117965,0.021381008294834955,0.03424057813655762,0.017338027801762385,0.01282882628052109,0.01362519826304201
0,0.75,0,0.030239270077026745,0.03087533622131003,0.030172209264241048,-0.02688682753385297,0.03555560258501128,0.024878528359549592,0.041625102309239694,0.019948374314072797,0.015337611058003178,0.019346369014270514
0,0.95,0,0.033907560688743184,0.05005956269188243,0.04398791776843303,-0.016699024038847113,0.07241544105844405,0.030272152450681315,0.05205993296244471,0.02395749559894666,0.01937487590143664,0.028936430568757415
1,0.05,1,0.019717039937300986,0.004543615433770144,0.01921254744195772,-0.040988087653733234,-0.015980812208242132,0.019133934101831607,0.0008548870592960736,0.01673916815427926,0.011061195097813567,0.005218875917219427
1,0.25,1,0.023650519922795384,0.009979727557697056,0.022705255517182256,-0.03634097461411116,0.0024526856746773205,0.02110957642786903,0.012600772436961748,0.018362523208167676,0.012737663113754898,0.00900641060366914
1,0.5,1,0.02549053327086682,0.013546160652373613,0.025062393935994437,-0.0338519327492172,0.01353313034310773,0.022411525441362132,0.018853638937769486,0.019434222250223013,0.013826740650773167,0.011519943935791099
1,0.75,1,0.027027040112927905,0.01697956967438088,0.02738575906027079,-0.03133582186907014,0.02450147795762189,0.023685259767865664,0.024285064201606355,0.02050083844989543,0.014896955029388599,0.013997981502493892
1,0.95,1,0.029182114704114543,0.02174359206422709,0.03070930306745117,-0.026680450626127384,0.044538078804937015,0.025517603511755315,0.03130596760136449,0.022097997865864118,0.016476710297915434,0.01760767122258084
2,0.05,2,0.022312831375639306,0.007072513365289551,0.020589821749790717,-0.04181668524865381,-0.010520478026848645,0.02065928981520557,0.0007709463622423696,0.017707800895874048,0.011850966395383881,0.004763732294248563
2,0.25,2,0.025244227586218478,0.011953409130048928,0.023805096758625997,-0.03688226049528999,0.006988047293713407,0.02245906744173604,0.01235602974985141,0.0192117119590152,0.013405110947164121,0.008462081713905681
2,0.5,2,0.02679226251020437,0.015186420306849207,0.025989250572325352,-0.03433880629335833,0.0178862367445885,0.023675710488904104,0.018537254803102286,0.020237162704606067,0.014441283608055158,0.010908179092973948
2,0.75,2,0.02826048014245538,0.01831802860489929,0.028151027174929236,-0.031872502160872895,0.02936635912407199,0.024888957572115067,0.02390506868686137,0.021282737524281732,0.015479461279248556,0.013308777495293677
2,0.95,2,0.030489940450942048,0.022687996983570734,0.03125415755985501,-0.027462111800870832,0.052630945062265115,0.02666982238883849,0.03083378398119401,0.022887131001281952,0.017042021277065486,0.016779502166639124
3,0.05,3,0.02172476060547761,0.0011861731878295562,0.018362447790368268,-0.04108156436946379,-0.011833599201553354,0.0193195097688012,0.004958769063378849,0.016558412295028448,0.010905092823317603,0.00490108201938934
3,0.25,3,0.025010034488102562,0.008533307773815958,0.022829474121363755,-0.036309604649297465,0.005941940327955329,0.02162396765102134,0.016219315431798907,0.01843356862595611,0.012826503022646733,0.00921067550898344
3,0.5,3,0.026672919821883762,0.01323970080245551,0.02582041585556811,-0.033764600024852015,0.016899902728719544,0.023142883387737755,0.02239134649118608,0.019664347656746125,0.014065993736274748,0.012057530912422254
3,0.75,3,0.0282267911715536,0.017713919138195734,0.028767289931402273,-0.03117199494288679,0.028271407679454345,0.024642293205319448,0.027878138663107434,0.020898572834213303,0.015291525872109513,0.014873447121263822
3,0.95,3,0.030589208947782574,0.02387063713800635,0.033011217366326215,-0.026299516701566026,0.05082739215716462,0.02684434333741084,0.03514079572420775,0.02279000312505673,0.017139177000701784,0.01902719525981062
4,0.05,4,0.021830825755727548,0.005579304162964822,0.019848095354982793,-0.041732005164502345,-0.010765529809087338,0.020243242443655718,0.0025810940868534436,0.017390597617005347,0.01168216025812131,0.004721208334451799
4,0.25,4,0.024955833969188605,0.010914690700129868,0.023299748940437227,-0.03682209682019565,0.006733545702322763,0.022140940044436105,0.013791960920638861,0.018963893474380027,0.013299514388117821,0.008535896314061167
4,0.5,4,0.026553533626848057,0.014425368332842997,0.025635524973623886,-0.03428227502849361,0.017604078655722173,0.0234146726003663,0.019859225932876853,0.020025776084346854,0.01437189407645952,0.011056451900310484
4,0.75,4,0.028035920324812877,0.017812243212886984,0.027942806355418008,-0.031807624834444236,0.029002878176170786,0.02467975186389544,0.025180692719585743,0.021102244112759877,0.01544406272663628,0.01353174572556717
4,0.95,4,0.030264442883145757,0.0225221655712857,0.03125156056781748,-0.02736133713880188,0.051905222286383834,0.02653190225082655,0.03211515386440685,0.022748210094462956,0.017058471773155823,0.01711980188454714
5,0.05,5,0.020107918054946158,-0.0012023226612619224,0.01744791380008704,-0.040081027678816356,-0.01732749041068642,0.017967348687957945,0.0032314463818053953,0.015643147122361603,0.009936469372146685,0.00550224095506009
5,0.25,5,0.024087850725304935,0.007181898959414916,0.02240124466861529,-0.03560075913918685,0.0015428363949619057,0.02055552850896709,0.015319264963159773,0.017728180696888467,0.012087967042561126,0.009984577653197166
5,0.5,5,0.025942359501948575,0.012472293263165806,0.025696079039819485,-0.033068226883780714,0.01280496224522445,0.02221596671635771,0.021801467835669847,0.01905191565855326,0.013428917700062668,0.01296378485199506
